movieId,genome_tags_top20
27067,weapons|military|comedy|gulf war|original|forceful|humorous|drama|mentor|dramatic|greed|true story|satire|humor|based on a true story|funny|oscar (best directing)|war
27073,gangster|australian|bank robbery|australia|crime|independent film|gangsters|stylish|organized crime|original|mob|crime gone awry|violence|corruption|black comedy|great
27095,loneliness|surreal|weird|art house|existentialism|bleak|enigmatic|meditative|downbeat|cerebral|strange|criterion|surrealism|melancholic|depression|isolation|reflective|apocalypse|artistic|dreamlike
27096,pornography|bdsm|male nudity|weird|cinematography|dark|very interesting|psychology|organized crime|original|erotic|enigmatic|photography|cult classic|serial killer|psychological|absurd|disturbing|visual|complex
27109,vengeance|japan|samurai|criterion|sword fighting|revenge|splatter|bloody|sword fight|violent|stylish|violence|tokyo|cinematography|blood|visceral|foreign|assassin|brutality|original
27112,finnish|argentina
27124,bleak|independent film|violence|loneliness|weird|stylish
27134,dark fantasy|supernatural|visual|detective|investigation|dark|mystery|visually stunning|fantasy|handycam|fight scenes|18th century|storytelling|visuals|france|action|twists & turns|original|visually appealing|story
27152,finnish|rock and roll|music|good soundtrack|musicians|teen movie|original|gunfight|small town|punk|stereotypes|cool|hip hop|awesome soundtrack
27156,psychological|anime|psychology|existentialism|great ending|insanity|surreal|series|animation|weird|original|cerebral|complex|powerful ending|melancholic|masterpiece|enigmatic|end of the world|confusing|disturbing
27162,independent film|weird|cult classic|adapted from:book|cult film|existentialism|australia|original|visually appealing|drug abuse|chase|distopia|melancholic|depressing|melancholy|depression|quirky|visual|highly quotable|criterion
27163,bollywood|love|indians|love story|fun movie|romantic|girlie movie|love triangles|romantic comedy|feel-good|runaway|great|oscar (best directing)|romance|fairy tale|friendship
27170,teen movie|teens|small town|teen|high school|virginity|serial killer|teenager|slasher|splatter|murder|teenagers|sex|original|horror|violence
27178,german|love story|romantic|germany|destiny|romantic comedy|feel-good|road movie|love|original|feel good movie|twists & turns|plot|chase|chick flick|good|travel
27180,catholicism|history|god|historical|us history|medieval|christianity|original|mission from god|brutality
27186,fairy tale|africa|fantasy world|fairy tales|children|storytelling|magic|animation|greed
27193,france|car chase|cars|action|comedy|chase|french|good action|paris|kidnapping|funny|dumb but funny|ninja|fast paced|sequels|fight scenes|good sequel|humor|very funny|action packed
27198,russia|russian|funny|drinking|comedy|very funny
27216,finnish|humorous|based on a book|cult classic|road trip|quirky|original|good soundtrack|independent film|highly quotable|life philosophy|brutality|weird|coen bros|talky|crime gone awry|very funny|melancholic|affectionate|funny as hell
27238,absurd|gratuitous violence|violence|splatter|goofy|dark humor|comedy|hilarious|very funny|hotel|british comedy|funny|slapstick|bloody|silly|foul language|original|parody|silly fun|so bad it's funny
27246,lesbian|relationships|gay|women|love|sex|good soundtrack|pornography|multiple storylines|homosexuality|love story|nudity (topless - notable)|nudity (topless)
27255,enigmatic|iran|meditative|small town|criterion|life & death|golden palm|art house|reflective|life philosophy|melancholic|intimate|cinematography|death|affectionate|independent film
27266,love|melancholic|loneliness|writer's life|enigmatic|relationships|cinematography|melancholy|stylized|hotel|meditative|androids|visually appealing|intimate|visually stunning|art house|amazing cinematography|reflective|visual|beautifully filmed
27271,japan|samurai|sword fighting|golden palm|tokyo|visually stunning|visually appealing|gay character|homosexuality|cinematography|melancholic|stunning|japanese|storytelling|sword fight|obsession|beautiful|vengeance|hit men|visual
27309,nudity (topless - notable)|finnish|sexual|nudity (full frontal - notable)|pornography|relationships|erotic|drinking|nudity|sex|nudity (full frontal)|sexy|sexuality|controversial|friendship|unlikely friendships|nudity (rear)|good soundtrack|male nudity|original
27316,organized crime|dark humor|gangsters|gangster|stylish|foreign|good soundtrack|splatter|murder|mafia
27317,sexualized violence|hallucinatory|visceral|disturbing|violent|psychological|tense|creepy|weird|brutality|torture|horror|insanity|stylized|ominous|gruesome|vengeance|splatter|violence|loneliness
27326,indians|bollywood|stunning|story|visual|colourful|cinematography|india|visually stunning|scenic|breathtaking|visually appealing|dialogue|original|beautifully filmed|dance|stylized|storytelling|dramatic|beautiful scenery
27327,sequels|original|predictable|chase|franchise|horrible|so bad it's funny|pointless
27329,documentary|guilt|murder|crime|original|justice|lawyers|drugs|courtroom|police investigation|court|greed|lawyer|criterion|interesting|journalism|storytelling|investigation|disturbing|manipulation
27338,male nudity|horror|thriller|suspense|obsession|twist|teen movie|police investigation|plot twist|twists & turns|suspenseful|teen|supernatural|teens|psychological|death|murder|psychology|original|twist ending
27351,horror|weird|surreal|insanity|surrealism|obsession|creepy|strange|based on a comic|bizarre|original|gory|death|cult classic|dreamlike|scary|splatter|small town|disturbing
27357,bank robbery|gangsters|gangster|vengeance|great ending|black comedy|lone hero|humorous|hitman|violence
27362,bollywood|indians|family drama|mother-son relationship|india
27366,allegory|meditative|black and white|surreal|criterion|melancholic|enigmatic|weird|long|reflective|small town|existentialism|artistic|cinematography|masterpiece|slow paced|melancholy|bleak|surrealism|cerebral
27368,based on a comic|french|comedy|france|adapted from:comic|egypt|parody|hilarious|funny|humor|very funny|humorous|spoof|comic
27369,mtv|teen|sarcasm|teen movie|animation|high school|based on a tv show|cynical|camp|made for tv|cartoon|series
27370,friendship|relationships|life philosophy|original|unlikely friendships|independent film|british comedy|drinking|slackers|good soundtrack|indie|mentor
27373,baseball|sports|history|great acting|great movie|chase|suspense|us history|mentor|factual|pg-13|original|dramatic|great|biographical|historical|interesting|good soundtrack|great ending|fun movie
27376,germany|east germany|german|spying|berlin|true story|dramatic|drama|oscar (best directing)|based on true story|based on a true story|tense|espionage|realistic|intense|great movie|historical|prison escape|great acting|betrayal
27391,gay|homophobia|murder|small town|homosexuality|violence|crime|tragedy|documentary|dramatic|original|aids|based on a play|death penalty|prejudice|intimate
27392,parody|hilarious|comedy|based on a tv show|dumb|goofy|funny as hell|humor|absurd|reality tv|funny|weird|satire|saturday night live|silly|pg-13|funniest movies|spoof|pornography|so bad it's funny
27397,amazing photography|friendship|unlikely friendships|investigation|great acting|political|original|tragedy|vengeance|storytelling|cinematography|tense|complex|foreign|bittersweet|drama|war|culture clash|great ending|twists & turns
27402,splatter|dark hero|horror|dark fantasy|weird|sacrifice|spain|monsters|gory|macabre|original|creepy|adaptation
27408,hitman|hit men|assassin|gangsters|greed|mob|mafia|gangster|assassination|based on a book|italy
27416,swedish|comedy|funny|friendship|culture clash|very funny|drama|original|story|family|love|good|relationships|feel-good
27423,comedy|foreign|brazil|good soundtrack|original|literature|great movie|weird|storytelling|very funny|greed|social commentary|powerful ending|imdb top 250|screwball comedy|oscar (best foreign language film)|poverty|golden palm|great acting|great
27426,martial arts|hong kong|kung fu|action|fight scenes|good action|fighting|chase|action packed|comedy|mentor|original
27432,immigrants|drama|independent film|mentor
27434,haunted house|supernatural|horror|stupid as hell|ghosts|original|dark|demons|creepy
27441,vampires|anime|animation|vampire|blood|demons|japan|bloody|gory|gore|splatter|tokyo|violent|original|story|visually appealing|visual|samurai|action|stylized
27450,western|indians|storytelling|based on a comic|visual|visually appealing|cinematography|graphic novel|vengeance|weird|adaptation|original|visuals|fantasy world|native americans|alternate reality|mythology
27456,antarctica|documentary|story|1930s|adapted from:book
27461,reality tv
27473,sequels|serial killer|horrible|original|predictable|slasher|bad acting|bad plot|lame|pointless|bad script|police investigation|teen movie|bad|franchise|so bad it's funny|teens
27478,world politics|comedy|funny|satire|hilarious|funny as hell|stupidity|parody|very funny|hip hop|goofy|stupid|absurd|spoof|idiotic
27482,sequel|sci-fi|alternate reality|mathematics|original|scifi|good sequel|bad ending|maze|parallel universe|sci fi|sequels|pointless|teleportation|bad acting|science fiction|claustrophobic
27491,ghosts|horror|creepy|supernatural|scary|weird|loneliness|isolation|internet|atmospheric|nocturnal|suicide|slow paced|eerie|dark|frightening|original|melancholic
27509,dysfunctional family|eccentricity|love story|relationships|original
27513,pornography|loneliness|relationships|sexual|disturbing|weird|male nudity|vienna|depression|voyeurism|controversial|nudity (full frontal - notable)
27515,literature|beautiful scenery|original|revolution|based on a book|mozart|based on book|drama|foreign|beautifully filmed|adapted from:book|books|golden palm|book|affectionate
27518,friendship|unlikely friendships|bollywood|indians|love|relationships|original|story|india|good acting|cinematography|imdb top 250|great acting|melancholic|love story|realistic
27523,romantic|love story|romantic comedy|foreign|storytelling|imdb top 250|romance|destiny|touching|good soundtrack|melancholic|original|feel good movie|sweet|happy ending|feel-good|bollywood|relationships|dramatic|oscar (best directing)
27524,amnesia|mystery|supernatural|original|memory|children|predictable
27528,indians|meditative|bollywood|graphic design|amazing cinematography|original|breathtaking|cinematography|storytelling|unusual plot structure|foreign|visually stunning|mentor|india|melancholic|redemption|queer|very interesting|beautifully filmed|visual
27537,independent film|weird|original|surreal|very interesting|cerebral|existentialism|low budget
27550,religion|christianity|jesus|islam|god|christian|brainwashing|independent film|cult|single father|original|rape|disturbing|honest|visceral|biblical
27555,beer|cancer|friendship|mockumentary|independent film|drinking|stoner movie|life|original|good soundtrack
27563,family bonds|weird|musical|family drama|death|cult film|splatter|dark humor|surreal|claymation|surrealism
27564,pornography|sex|sexual|erotic|intimate|male nudity|sexy|nudity (full frontal - notable)|nudity (full frontal)|controversial|art house
27571,coming of age|independent film|coming-of-age|adolescence|original|weird|australian|rebellion|indie|melancholic|australia|idealism|good soundtrack|runaway|unlikely friendships|new jersey|childhood|great ending|teen|quirky
27584,horror|scary|creepy|twist ending|supernatural|original|weird|suspense|low budget|road movie|great ending|twist|surprise ending|cult classic|intense|psychological|survival|dark humor|bad ending
27592,vengeance|brutality|violent|visceral|brutal|kidnapping|violence|revenge|storytelling|bleak|dark|visually appealing|psychological|foreign|disturbing|stylish|dark humor|weird|stylized|grim
27604,weird|suicide|surreal|splatter|surrealism|japan|cult classic|life & death|death|disturbing|art house|tokyo|police investigation|brutality|bloody|cult film|original|japanese
27608,cyberpunk|immortality|visual|futuristic|mythology|weird|god|surreal|dystopia|visually stunning|cerebral|cgi|visually appealing|science fiction|scifi|based on a comic|technology|original|future|sci fi
27618,special effects|time travel|science fiction|sci-fi|time loop|future|futuristic|dinosaurs|scifi|big budget|sci fi|plot holes|technology|bad cgi|so bad it's funny|predictable|alternate reality|original|horrible|bad acting
27620,japan|tokyo|suspense|imagination|culture clash|foreign|whimsical|workplace|revenge|melancholic|mentor|original|japanese|highly quotable|light|nocturnal|corporate america|melancholy|good|politics
27627,love|disability|criterion
27636,germany|east germany|german|berlin|good soundtrack|melancholic|very interesting|mentor|original|life philosophy|depression|cinematography|life|harsh|great acting
27641,finnish|comedy|original|twists & turns|drama|great acting|pg-13|story|suspense|dark humor|corruption|storytelling|feel-good|pornography|entertaining|clever|funny|foreign|good soundtrack|chase
27643,finnish|action|good|big budget|based on true story|fight scenes|original|good action|action packed|predictable|pg-13
27644,family bonds|relationships|dysfunctional family|bittersweet|family|passionate|obsession
27646,transgender|glbt|gay|homophobia|homosexuality|based on a true story|tragedy|relationships|love story|based on true story|gay character|love|true story|heartbreaking|sexual|women|disturbing|aids|graphic novel|passionate
27647,lesbian|based on book|love story|queer|gay|adapted from:book|cross dressing|homosexuality|based on a book|rags to riches|love|women|glbt|gay character|period piece|nudity (topless)|sexuality|adaptation|very interesting
27648,1930s|based on a book|period piece|independent film|satire|social commentary|adaptation|satirical|literary adaptation|gay
27660,animation|man versus machine|anime|visually appealing|storytelling|visually stunning|visual|original|stylized|story|very interesting|animated|alternate reality|computer animation|free to download|futuristic|stylish|interesting
27664,independent film|pornography|art house|road movie|road trip|loneliness|meditative|melancholic
27671,finnish|swedish|runaway|school|teacher
27674,ensemble cast|storytelling|dark humor|dark comedy|crime|original|twists & turns|fast paced|chase|clever|plot twist|multiple storylines|murder|robbery|suspense|great ending|twist|black comedy|complicated plot|crime gone awry
27685,cheerleading|high school|teen movie|sequels|teen|original|competition|predictable|girlie movie|college|sequel|bad plot|race issues|idiotic
27689,chase|murder|apocalypse|action|thriller|original|conspiracy|sequels|investigation|good action
27695,latin america|mexico|voyeurism|spanish|gangsters|heist|storytelling|gangster|caper|greed|fight scenes|great ending|intense|plot|original|clever
27700,violence|bullying|based on a book|boarding school|school|violent|brutality|friendship|based on book|swedish|brutal|justice|adapted from:book|oscar (best foreign language film)|mentor|based on a true story|intense|great acting|books|child abuse
27704,sequel|violence|sequels|original|good sequel|island|death|revenge|survival|action|brutality|pointless|violent|crappy sequel|life & death|pornography
27706,based on a book|adapted from:book|based on book|books|book was better|dark fantasy|fantasy world|narrated|original|fantasy|adaptation|children|book|stylized|whimsical
27711,assassin|martial arts|violence|action|fight scenes|sexy|brutality|hong kong|stylish|women|kung fu|vengeance|brutal|assassins|assassination|bad acting|rape|bloody|original|ninja
27713,independent film|documentary|drinking|poetry|writers|affectionate
27716,dark humor|weird|dark comedy|black comedy|drama|original|storytelling|death|twists & turns|comedy|crime gone awry|oscar (best foreign language film)|foreign
27717,finnish|male nudity|original|comedy|funny|mentor|very funny|stereotypes|hilarious
27721,french|war|france|visually appealing|world war i|cinematography|foreign|paris|storytelling|love story|beautifully filmed|visually stunning|romance|destiny|original|investigation|war movie|wartime|drama|twists & turns
27722,loneliness|meditative|melancholic|life & death|relationships|depression|suicide|weird|art house|foreign|existentialism|suicide attempt|magic realism|cerebral|melancholy|japan|surreal|strange|visually appealing|original
27724,historical|history|nazis|us history|world war ii|germany|jews|factual|dramatic|anti-semitism|nazi|costume drama|good|holocaust|wwii|politics|corruption|period piece
27727,germany|loneliness|foreign|love|love story|german|drama|relationships|reflective|immigrants|melancholic|affectionate|great acting|original|culture clash|independent film|harsh|visceral|drinking|realistic
27728,cyberpunk|philosophical|visually stunning|cyborgs|anime|futuristic|future|visual|complex|visually appealing|animation|cerebral|robots|stunning|philosophy|existentialism|androids|technology|alternate reality|dystopia
27729,bollywood|new york|indians|love|love story|great acting|romantic comedy|new york city|good music|emotional|good soundtrack|drama|fun movie|dramatic|india|oscar (best directing)|great|romantic
27731,fantasy world|studio ghibli|anime|fantasy|japan|imagination|fairy tale|whimsical|animation|magic|adventure|storytelling|original|weird|miyazaki|feel-good|tokyo|alternate universe|visually appealing|fairy tales
27735,good action|action|idiotic|teen movie|ridiculous|bad|chase
27738,visual|computer animation|short|animation|visually stunning|sci fi|poland|storytelling|original|visuals|oscar
27741,japan|samurai|sword fighting|sword fight|melancholic|drama|intimate|foreign|beautifully filmed|single father|tokyo|imdb top 250|storytelling|criterion|character study|cinematography|childhood|powerful ending|narrated|forceful
27744,complex|relationships|original|nudity (topless)|memory|life|cerebral|italy|bittersweet|oscar (best foreign language film)|foreign|mentor|enigmatic|love|drama|melancholic|reflective|loneliness|great ending|nudity (topless - notable)
27746,werewolves|sequel|good sequel|werewolf|sequels|sisters|original|creepy|dark humor|weird|horror|blood
27751,adapted from:book|vampires|suspense|creepy|adaptation|original|vampire|based on a book|book|small town|literature|books|intense|goth|based on book|good soundtrack|mentor|drinking
27754,heist|caper|robbery|espionage|twists & turns
27758,documentary|greed|history|drugs|narrated|rock and roll|hollywood|1970s|teens|good|mentor|excellent script|independent film|great movie|pornography|artistic|honest|good soundtrack|interesting|storytelling
27768,loneliness|relationships|intimate|french|solitude|obsession|france|enigmatic|mistaken identity|secrets|paris|life philosophy|melancholic
27772,horror|ghosts|haunted house|creepy|better than the american version|supernatural|scary|eerie|original|frightening|japan|remake|atmospheric|weird
27773,vengeance|violence|violent|imdb top 250|stylish|visceral|brutal|golden palm|masterpiece|brutality|revenge|storytelling|twists & turns|visually appealing|psychological|stylized|great acting|gratuitous violence|dark|plot twist
27776,french|france|paris|coen bros|enigmatic|foreign|criterion|road movie|camp
27778,werewolves|sisters|werewolf|sequel|prequel|sequels|original
27784,supernatural|ghosts|death|horror|splatter|creepy|original|ghosts/afterlife|weird|suspense|scary|hospital|eerie|violence
27788,amnesia|time travel|future|psychological|mindfuck|gulf war|memory loss|original|confusing|psychiatrist|psychology|complex|alternate endings|interesting|destiny|insanity|mental hospital|great ending|science fiction|twists & turns
27790,children|heartwarming|greed|imagination|feel-good|whimsical|money|fantasy|original|magic realism|childhood|storytelling|fantasy world|british|innocence lost|bittersweet|feel good movie|single father|england|stylized
27792,surreal|weird|hallucinatory|surrealism|visually appealing|stylized|dreamlike|independent film|enigmatic|absurd|art house|allegory|beer
27793,sci-fi|sequel|sequels|sci fi|scifi|crappy sequel|bad acting|original|special effects|horrible|low budget|alien|predictable|so bad it's funny|science fiction|bad plot|big budget|franchise
27797,brazil|dreams|runaway|mentor|money|greed
27798,ghosts|haunted house|creepy|eerie|original|horror|weird|psychological|death|surreal|psychology|vengeance|excellent script|great ending|nonlinear|surrealism|plot twist|brutality|twist|strange
27800,music|anime|punk|weird|rock and roll|storytelling|musicians|visual|good music|original|dialogue|musical|visually appealing|music business|animation|good soundtrack
27801,martial arts|action|kung fu|fight scenes|fighting|chase|good action|mentor|violence|brutality|visually appealing|original|realistic action|fast paced|vengeance|action packed|good soundtrack|brutal|violent
27802,undercover cop|gangster|police|prequel|hong kong|crime|good sequel|original|story|gangsters|betrayal|drama|intense|mentor|good|storytelling|trilogy|corruption|great ending|very interesting
27803,oscar (best foreign language film)|life & death|death|terminal illness|disability|life|touching|emotional|foreign|heartbreaking|suicide|poignant|dramatic|tragedy|melancholic|reflective|spanish|great acting|relationships|depression
27808,relationships|family|mother daughter relationship|los angeles|culture clash|dysfunctional family|chick flick|immigrants|infidelity|parenthood
27812,rock and roll|musicians|music|canada|train|original|documentary|music business|trains|criterion|very interesting|musical
27815,mentor|music|foreign|france|french|heartwarming|boarding school|teacher|innocence lost|children|oscar (best foreign language film)|touching|feel-good|sentimental|childhood|drama|inspirational|emotional|good soundtrack|feel good movie
27816,wwii|world war ii|war|best war films|wartime|germany|german|true story|based on a true story|pg-13|courage|war movie|based on true story|islam|survival|original
27820,documentary|scenic|desert
27821,united nations|secret service|assassination|conspiracy|world politics|thriller|surveillance|suspenseful|ethnic conflict|new york|political|assassin|suspense|assassins|twists & turns|plot twist|police investigation|africa|politics|secrets
27822,shark|handycam|stranded|tense|true story|low budget|original|based on true story|independent film|pointless|boat
27826,gay|culture clash|gay character|independent film|queer|homosexuality|homophobia
27827,undercover cop|sequel|police investigation|good sequel|sequels|trilogy|great ending
27828,police investigation|crime|undercover cop|corruption|police corruption|thriller|police|hit men|mentor|memory loss|foreign|suspense|revenge|vengeance|bollywood|chase|suspenseful|tense|based on book|stylish
27830,golf|sports|mentor|based on true story|life philosophy|based on a true story|true story|biopic|inspiring|great|inspirational
27831,organized crime|gangster|gangsters|stylish|crime|drugs|violence|twists & turns|london|british|hit men|complicated|great ending|complex|good soundtrack|original|clever|cool|violent|plot twist
27833,political corruption|murder mystery|original|political|investigation|satirical|politics
27834,bleak|father son relationship|enigmatic|cinematography|childhood|harsh|road trip|allegory|russian|beautifully filmed|intimate|meditative|melancholic|downbeat|foreign|visually appealing|family drama|criterion|breathtaking|golden palm
27837,remake|desert|survival|original|adventure|disaster
27838,bullying|adolescence|drama|small town|independent film|great acting|revenge|original|realistic|intense|indie|moral ambiguity|tense|brutality|mentor|pg-13|suspense|vengeance|coming of age|complex
27839,horror|sequel|sequels|good sequel|remake|supernatural|scary|original|creepy|crappy sequel|pointless
27843,latin america|political|innocence lost|politics|revolution|foreign|friendship|unlikely friendships|school|idealism|harsh|mentor|powerful ending|poverty|social commentary|adolescence|oscar (best foreign language film)|spanish|childhood|coming of age
27846,business|capitalism|politics|documentary|corporate america|greed|interesting|visually appealing|propaganda|manipulation|original|political|corruption|complex|idealism|very interesting|intellectual|social commentary|revolution|philosophy
27850,world politics|capitalism|satire|political|greed|documentary|satirical|alone in the world|social commentary|interesting|business|politics|intellectual|corruption|original
27851,interracial romance|relationships|love story|romance|drama|good soundtrack|adultery|culture clash|family drama|intimate|love|secrets|intense|marriage|original|romantic|family|dysfunctional family
27856,russian|undercover cop|russia|gangster|gangsters|violence|crime|mafia|hip hop|gangs|friendship|brutality|good soundtrack|original|realistic|harsh|brutal|foul language|vengeance|gritty
27857,music|life & death|bittersweet|musicians|life philosophy|disability|mentor|feel-good|love|touching|sentimental|heartbreaking|small town|emotional|intimate|solitude|foreign|oscar (best foreign language film)|melancholic|relationships
27864,corporate america|nudity (topless)|original|sexual|sexy|race issues|pornography|independent film|weird|lesbian|corruption|greed|nudity|parody|farce|sex|satire
27865,assassin|sword fighting|sword fight|ninja|based on a comic|assassination|wuxia|splatter|bloody|action|assassins|fight scenes|japan|violent|violence|mentor|vengeance|stylish|samurai|graphic novel
27866,storytelling|secrets|small town|based on a book|independent film|drama|great acting|beautiful scenery|family drama|new zealand|story|twists & turns|great ending|cinematography|complex|visually appealing|death|dark|nudity (topless - notable)|mentor
27869,war|best war films|war movie|heartbreaking|foreign|civil war|brutality|brothers|emotional|dramatic|wartime|intense|forceful|good soundtrack|original|brutal|realistic|visceral|anti-war|violence
27871,segregation|doctors|true story|mentor|history|biopic|biographical|dramatic|based on a true story|based on true story|racism|touching|inspirational|prejudice|sacrifice|excellent|compassionate|good|great acting
27873,rock and roll|musicians|music|documentary|music business|free to download|original|creativity
27874,road trip|canada|teen movie|teen|funny|road movie|comedy|parody
27875,gangs|biographical|gangsters|redemption|genocide|death penalty|violent|great ending|brutality|death|violence|mentor|hip hop
27876,german|drinking|music|germany|loneliness|life philosophy|meditative|melancholic|life|musical
27878,social commentary|documentary|children|poverty|photography|kids and family|prostitution|environment|mentor|intimate|greed|heartbreaking
27879,music|musicians|rock and roll|documentary|good music|drugs|narrated|music business|musical|great music|fighting the system|good soundtrack|original|intimate|movielens top pick|very interesting|artistic|stylish|talky|visually appealing
27882,surfing|california|hawaii|amazing cinematography|sports|awesome soundtrack|documentary|ocean|good soundtrack|narrated|history
27884,spelling bee|obsession|documentary|original|competition|very interesting|interesting|independent film|eccentricity
27888,pointless|pornography|new york|manipulation|obsession
27899,science|metaphysics|alternate reality|technology|philosophy|philosophical|god|existentialism|original|religion
27904,dystopic future|drug abuse|drug addiction|surveillance|drugs|cerebral|visually appealing|weird|paranoia|undercover cop|addiction|surreal|hallucinatory|robert downey jr|adapted from:book|social commentary|based on a book|original|visually stunning|complex
27905,dystopic future|visually stunning|visual|visually appealing|alternate reality|fight scenes|post-apocalyptic|stunning|japan|visuals|confusing|surreal|original|futuristic|dystopia|superhero|cyberpunk|dynamic cgi action|weird|storytelling
27912,journalism|politics|propaganda|documentary|political|race issues|business|manipulation|censorship|corruption|brainwashing|greed|interesting|world politics|iraq war|social commentary|iraq|secrets|graphic design|original
27922,stand-up comedy|very funny|funny|comedy|mentor|hilarious|original|highly quotable|series|vengeance|sports
30659,christmas|holiday|relationships|loneliness|new york city|magic realism
30701,shakespeare|criterion|england|masterpiece|melancholy|affectionate|black and white|downbeat|golden palm|compassionate
30707,oscar (best directing)|oscar (best supporting actor)|oscar (best picture)|oscar (best actress)|dark hero|imdb top 250|dramatic|great acting|emotional|oscar winner|powerful ending|drama|father daughter relationship|tragedy|narrated|oscar (best actor)|oscar|bittersweet|mentor|heartbreaking
30712,hit men|tense|noir thriller|train|claustrophobic|suspense|gangster|film noir|mob|gangsters|noir|organized crime|twists & turns|murder|crime|crime gone awry|black and white|trains|criterion|detective
30721,world war ii|wwii|germany|dark hero|german|best war films|brutality|drinking|realistic action
30745,surreal|surrealism|weird|strange|bizarre|enigmatic|lynch|dreamlike|insanity|allegory|disturbing|japan|japanese|existentialism|paranoid|cult classic|criterion|hallucinatory|gangster|splatter
30747,art house|melancholic|reflective|loneliness|criterion|meditative|weird|enigmatic|wuxia|existentialism|art|visually appealing|cinematography|golden palm|breathtaking|melancholy|independent film
30749,genocide|africa|courage|civil war|true story|tragedy|ethnic conflict|oscar (best directing)|imdb top 250|united nations|dramatic|based on a true story|factual|world politics|violence|history|great acting|drama|pg-13|excellent script
30783,police investigation|stylish|murder mystery|murder|splatter|enigmatic|criterion|macabre|fashion|weird|investigation|melancholic|serial killer|pornography|twists & turns|atmospheric
30791,franchise|horror|police investigation|series|murder|detective|original|scary|sequels|splatter|supernatural
30793,chocolate|based on a book|depp & burton|based on book|adapted from:book|children|visually appealing|remake|original|dark fantasy|adaptation|imagination|fantasy world|fantasy|weird|books|whimsical|quirky|dark|fairy tale
30803,cerebral|meditative|magic realism|storytelling|existentialism|loneliness|enigmatic|stylized|imagination|weird|original|melancholic|foreign|reflective|relationships|talky|affectionate|life & death|intimate|quirky
30810,off-beat comedy|visually appealing|deadpan|weird|modern fantasy|quirky|eccentricity|criterion|original|stylized|humor|absurd|humorous|good soundtrack|storytelling|whimsical|dysfunctional family|affectionate|cult classic|cerebral
30812,biographical|biopic|aviation|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|oscar (best supporting actress)|biography|eccentricity|great acting|oscar|oscar (best actor)|long|mental illness|dramatic|obsession|cinematography|1930s|drama|oscar winner
30816,musical|broadway|music|visually appealing|great music|passionate|love story
30818,biopic|biography|biographical|musical|mentor|musicians|original|rock and roll
30820,independent film|psychological|drama|child abuse|sexual abuse|secrets|honest|disturbing|original|intense|character study|redemption|great acting|relationships|thought-provoking|brutality|complex|bleak|sexuality|dark
30822,father daughter relationship|midlife crisis|business|mentor|corporate america|pg-13|relationships|workplace|happy ending|feel-good|romantic comedy|good soundtrack|original|good|drama|greed|new york city|comedy
30825,comedy|funny|crude humor|very funny|pg-13|family|sequels|hilarious|silly fun|original
30846,depression|character study|fighting the system|corruption|true story|mental illness|great acting|loneliness|original|greed|downbeat|insanity|bleak|drinking|depressing|based on a true story|workplace|tragedy|dramatic|mentor
30848,new orleans|drama|mentor|good soundtrack|coming of age|literature|friendship|independent film|writers|long|based on a book|great acting|storytelling
30850,shakespeare|anti-semitism|jews|based on a play|tragedy|adaptation|prejudice|period piece|based on a book|culture clash|greed|dramatic|passionate|original
30867,japan|japanese|father daughter relationship|adapted from:comic|tokyo|culture clash|good soundtrack|unlikely friendships|quirky|friendship|girlie movie|colourful|coming-of-age|motorcycle
30883,cartoon|kids|family|original|fantasy world|predictable|kids and family|based on a tv show|silly fun|children|fantasy
30892,art|obsession|artistic|documentary|eccentricity|mentor|artist|narrated|visually stunning|very interesting|enigmatic|childhood|visually appealing|animation|biographical|original|fantasy world|biography|life & death|interesting
30894,supernatural|afterlife|ghosts|death|horror|suspense|scary|bad ending
30898,relationships|drinking|drama|family drama|original
30949,rock and roll|musicians|san francisco|melancholic|music|original|mentor|great movie
30952,western|gunfight|indians|vengeance|criterion|murder
30991,native americans|independent film|indians|road trip|fantasy world|road movie
30996,beauty pageant|racing
31026,dark hero|gory|fight scenes|horror|blood|splatter|original|adaptation
31030,oscar (best cinematography)|oscar (best actress)|oscar (best directing)|oscar (best supporting actress)|sentimental|wartime|exceptional acting|love|family drama|san francisco
31032,serial killer|horror|murder|brutality|violence|original|brutal|disturbing|macabre|violent|low budget|police investigation|suspense|splatter|weird|psychological|creepy|fake documentary
31035,nuclear war|small town|children|heartbreaking|tragedy|family|kids and family|social commentary|loneliness|death|oscar (best actress)|drama|original|realistic|depression|intimate|california|dramatic|end of the world|oscar (best directing)
31038,coming of age|adolescence|coming-of-age
31042,world war i|german|best war films|breathtaking|germany|war|silent|brothers|1930s|black and white|criterion|aviation|nudity (full frontal - notable)|talky|death
31079,monster|island|monsters|goofy|father son relationship|camp|silly|tokyo|japan
31086,japan|betrayal|criterion|visceral|gangster|violent|melancholic|brutality|greed|bleak|harsh|intimate|independent film|golden palm|japanese|relationships|talky|wwii|gangsters|stylish
31101,bank robbery|crime|police|south africa|corruption|true story|police corruption|police investigation|based on true story|based on a true story|original|vengeance|chase
31104,jews|period piece|immigrants|19th century|jewish|marriage|melancholic|original
31107,gangster|mob|betrayal|neo-noir|gangsters|independent film|weird|depression|organized crime|character study|criterion|crime gone awry|talky|melancholic|1970s|stylish|relationships|paranoid
31114,dysfunctional family|suicide|family drama|depression|independent film|relationships|good soundtrack|original
