movieId,user_tags_top10
79276,jacques rivette
79285,black face|minstrel|musical
79287,adapted from:book|airplane|author:frank baum|based on a book|bd-r|bee|birthday|bribery|cactus|cake
79293,espionage|angelina jolie|assassination|sleeper agent|action|double agents|spy|cliche|betrayal|bad ending
79299,01/11|01/12|02/11|10/10|11/10|12/10|adapted from:book|anthony minghella|author:alexander mccall smith|in netflix queue
79318,uplifting|01/11|03/11|05/11|06/11|11/10|12/10|ben steinbauer|depressing|independent film
79321,ambition|bd-r|columnist|infidelity|police|police operation|press
79327,awkward|dvd-r|dvd-ram|king vidor|silent film|spanish shawl|yacht club
79329,theatre play
79333,car|comedy|crime|kind|russian|soviet union|stealing car|trolley
79335,detective|dog|england|fishing|party|robert z. leonard
79337,baroness|bd-r|blackmail|butler|cad|chauffeur|grape stomping|indiscretion|insolence|lady's maid
79339,architect|bd-r|chain store magnate|family tragedy|high rise|might like|millionaire's daughter|misplaced priorities|neglected wife|robert z. leonard
79346,music band|tour
79357,nonlinear|surreal|thought provoking|philosophy|cinematography|butterfly effect|time travel|sci-fi|romance|confusing
79363,bd-r|joe may|musical|quarreling couple
79368,honeymoon|love letter|new love|russian front|soldier|vittorio de sica|war
79395,bd-r|cheesy|disciples|early paul newman|greek|messiah|questionable history|tricks
79397,apartment|bd-r|george washington|might like|pennsylvania|warner|william keighley
79402,biopic|gay|joe meek|pop|sad but good|tragic drama.
79424,funeral|nudism
79428,steve carell|zach galifianakis|paul rudd|remake|hilarious|crazy ex is crazy|jemaine clement|miniature sets|quirky|remake of a french film
79430,politics|religion|gay rights|mormon|abuse|biased|documentary|gay culture|independent film|lds
79458,nagisa ôshima
79461,city|nagisa ôshima
79463,aftercreditsstinger|children|comedy|duringcreditsstinger|family|fantasy|magical nanny|nanny|woman director
79467,01/12|05/11|06/11|gianni di gregorio
79469,butcher|butcher's shop|neglect|neighbor|netherlands|suburb
79471,aids|independent film|multiple storylines|nudity (topless)
79473,coming of age|family relationships|missing child|missing/kidnapped child|psychic power|rural setting|woman director
79475,sang-soo hong
79477,anti establishment|cannes|coming of age|counterculture|drugs|dvd-r|generation gap|marijuana|missing daughter|musical
79494,satire
79498,faux documentary|proto-slasher|based on a true story|bd-r|serial killer
79505,road trip|alcohol|antisocial personality disorder|erlend loe|grandparent grandchild relationship|norway|snow
79507,bollywood|filmfare
79519,drug smuggle|drug smuggling|film in film|film within a film|rape|surrealism|train
79521,age difference|erotic movie|losing virginity|s & m|sexuality
79523,based on novel or book|black and white|boat|béla tarr|cafe|contemplative cinema|cult director|dock|fog|long take
79525,film noir|trains|affair|assassination|bd-r|black and white|deceit|dysfunctional marriage|fritz lang|holes50s
79528,treasure hunt|author:robert louis stevenson|based on a book|robert louis stevenson|victor fleming|18th century|adapted from:book|adventure|based on novel or book|bd-r
79533,01/11|02/11|03/11|04/11|05/11|06/11|11/11|12/10|cartoon|chuck jones
79539,added|emigration
79541,children|boys' school|childhood|1950s|childish|cliche|comedy|france|french film|goscinny
79545,torture|bd-r|blood|chainsaw|hammer|mad doctor|pain|perversion|sadism|sexual abuse
79547,forensic|serial killer|thriller
79551,bafta nominated|british|cocaine|crime|directorial debut|drug abuse|drug dealer|drug dealing|drugs|heroin
79553,martial arts|predictable|bad plot|wing chun|donnie yen|choreographic violence|hong kong|foreign|history|kung fu
79561,adapted from:book|author:h. g. wells|dna|stupid
79568,based on novel|based on novel or book|friendship|painter|small town|young girl
79570,gambling|lottery|luck|millions
79572,cute|family|lighthearted|sisterhood|acting|aunt niece relationship|dialogue|duringcreditsstinger|funny|parent child relationship
79575,chicago|christmas|drama|family|holiday
79578,unrealistic|02/11|03/11|04/11|05/11|06/11|advertising|based on a book|boring|executive
79580,bd-r|bomber pilot|royal air force
79588,zac efron|romance|sailing|simplistic|american culture|based on novel or book|cinematography|death|ghost|guilt
79590,catherine zeta-jones|comedy|romance|divorce|nanny|age disparity romance|bad date|bart freundlich|cheating husband|family
79592,mark wahlberg|will ferrell|funny|buddy movie|police|eva mendes|michael keaton|subtle humor|new york city|samuel l jackson
79596,drug smuggling|film noir|bd-r|black and white|don siegel|hitman|police procedural
79599,gore|quotable|action|assassin|comedy|duringcreditsstinger|ensemble cast|female assassin|funny|odette annable
79601,woman director
79603,nudity (full frontal)
79607,danger of life|moderator|reality tv|tv ratings|tv show
79610,bd-r|musical number|trinidad
79617,child murder|curse|dvd-video|england|insanity|memasa's movies|monster|murder|scotland yard|werewolf
79627,gore|nudity (topless)|splatter
79633,nils gaup|rebel|war
79636,independent film
79638,ettore scola|family
79642,college|college professor|court case|courtroom|former co-star|former film star|professional reputation|silent film star|television
79644,parent child relationship|sibling relationship
79647,criterion|serial killer|amnesia|betamax|black and white|hanging|jekyll and hyde|madman|robert day|series of murders
79651,british new wave|bryan forbes|bd-r|french|kitchen sink realism|might like|pregnant|writer
79653,canada|murder|rebellion|texas
79656,bd-r|biography|might like|opera
79663,journalism|loss|photography|psychology|redbox|supressed memories
79667,walter lang|donald o'connor|ethel merman|irving berlin|might like|music
79681,based on novel or book|dvd-video|espionage|germany|invisibility|invisible|invisible man|monster|nazi|sequel
79684,emma stone|jeff daniels|lisa kudrow|ryan reynolds|cute|kieran culkin|lame dialogues|author|awful|awful...just awful
79686,indie rock|music festival
79692,iceland|ragnar bragason
79695,sylvester stallone|mickey rourke|jason statham|arnold schwarzenegger|action|jet li|boring|bruce willis|dolph lundgren|violence
79702,stylized|video games|visually appealing|michael cera|quirky|funny|surreal|cultural references|fight scenes|geeky
79709,bd-r|pirate
79711,archie mayo|artist|bd-r|betamax|hypnotism|model|svengali
79718,based on a book|nature
79720,australian|guy pearce|plot|tense|australia|cinematography|corruption|crime|crime family|disturbing
79723,authentic|independent film|prospect preferred|realism|subtle|zoe kazan
79725,independent film|woman director
79731,abolitionist|biography|kansas|slavery
79741,disability
79760,boxing|sports|04/11|05/11|06/11|10/11|11/11|12/11|documentary|pete mccormack
79767,independent film
79769,ajay devgan|bollywood|drama|manoj bajpai|nana patekar|politics|prakash jha
79771,jesse james
79775,paris
79794,rutger hauer|actors|atmospheric|fantasy|plot
79796,romans|battles|michael fassbender|olga kurylenko|violence|ancient rome|legends|britain|cinematography|england
79798,mother-son relationship|gay|xavier dolan|homosexual|artistic|teenage years|aesthetic|directorial debut|family|gay culture
79800,criterion|dark comedy|forget|forgive|independent film|nudity (topless)|paul reubens|todd solondz
79802,pablo trapero
79805,picture journalist|pornography|spectacle
79807,david wenham|empowerment|germany|iain glen|johanna wokalek|pope|vatican
79809,12/11|country estate|czech|ernst lubitsch|plumber|sink|uncle
79824,babies|cinematography|duringcreditsstinger|french|soundtrack|thomas balmes
79828,bd-r|dying and death|france|françois truffaut|new world pictures|world war i
79830,french|justice|war|world war i
79832,10/11|11/11|double-decker bus|financier|fur coat|hotel|jean arthur|luxury hotel|millionaire|mitchell leisen
79835,aspiring singer|bare knuckle boxing|boxer|gay|underclass
79838,caste system|class conflict|india|village life
79842,antony thomas|iran|middle east
79844,world war ii|french resistance|nazis|rené clément|trains
79848,drama|drugs|high school|hilary duff|independent film|nudity (topless)|olivia thirlby|sex|steve coogan|teenager
79850,abortion|heidi ewing|rachel grady|religion|woman director
79855,black face|busby berkeley|death|lloyd bacon|pre-code
79860,remake|thought-provoking|nazi as good guy|based on a book|brutal|prison|psychology|adapted from:book|added|author:mario giordano
79863,animal attack|australia|creature feature|crocodile|river|swamp|thriller|tourist
79866,marc levin
79868,birthmark|atmospheric|british|dark|demon masks|demons|gang|gangster|horror|individualism
79870,arrest|celebrity|kennedy family|leon gast|magnolia pictures|paparazzi|photography|press|privacy|pursuit
79872,cecil b. demille|frank urson
79874,criterion|alcoholic|arthur rosson|death sentence|easily confused with other movie(s) (title)|jail break|josef von sternberg|organized crime|revenge|silent film
79879,genital mutilation|tits|christopher lloyd|eli roth|nudity (full frontal)|so bad it's good|blood|death/fatality|ving rhames|elisabeth shue
79884,christian ulmen|nora tschirner|berlin|cliche|countryside|daughter|father-daughter relationship|heinz hoenig|male friendship|man-woman relation
79895,french|egypt|adventurer|again|aswan|based on comic|dark humor|dinosaurs|egyptology|fantasy world
79897,bill murray|robert duvall|character development|great acting|justice|regret|characters|dramatic|funeral|funeral home
79899,business|competition|documentary|kids|woman director
79901,dvd-ram|frederick wiseman
79910,suicide|depression|grandparents|love|rebellious teenager|romance|summer|teen|teenager|woman director
79912,hong kong|perfect crime
79916,bloggers|chile|dance|music|pablo larraín|pinochet-regime
79918,airplane|airplane crash|aviation|pilot error|ralph nelson
79920,might like|musical
79923,bd-r|might like|mistaken identity|mitchell leisen
79925,adventurer|assassination|borgia|henry king|nobility|renaissance
79927,absurd|absurdist|based on book|cheating wife|crime|dark comedy|denmark|noir thriller|plot twists|small town
79929,magnolia pictures
79936,based on a book|booze|drunk|finnish|submachine gun
79946,demi moore|consumerism|american dream|david duchovny|marketing|advertising|amber heard|audi|gary cole|money
79953,might like|musical|walter lang
79955,criterion|ernst lubitsch|a list|bd-r|clv|jeanette macdonald|marriage|maurice chevalier|musical|pre-code hollywood
79972,media hoax|nudity (topless)
79977,anglo-indian relations|bd-r|clarence brown|deluge|disaster|doctor|earthquake|flood|india|might like
79980,independent film
79987,france|biography|composer|jewish|music|singer|01/12|12/11|1960s|1970s
79994,cult director|experimental|france|french|french film|uncomprehensible|wallet|whiskey
79996,bd-r|fear|inspector|serial killer|torino|yellow
80004,luis mandoki
80020,bd-r|circus|clv|elephant|might like|musical|warner
80022,adapted from:book|adapted from:play|author:w. somerset maugham|bd-r|columbia 3-d|might like|missionary|musical|seealso:miss sadie thompson (1953)|south pacific
80026,adapted from: video game|predictable|bad acting|bad adaptation|cheesy bad|fighting girls|based on video game|cheesy|dull|dystopia
80033,first lady|kartell|martial arts|pistol|usa president
80044,adapted from:book|author:cervantes|don quixote|foreign language adaptation|gentleman|peter yates|satire|wine
80049,comic book|dream|group therapy|narkolepsy|therapist
80052,doctor|medical student|nurse|organ donation
80072,black comedy|claude miller|road movie|suspense
80076,jacques rivette|jinni top pick|long|nudity (topless)
80083,anime
80094,exorcism|found footage|handcam-real style|abalam|ashley bell|boring|devil|evil spirit|fraud|handheld cameras
80097,jerzy kawalerowicz|nun|polish film school|possession
80100,musical|woman director
80102,aviatrix|bd-r|british politician|clv|infidelity|lesbian director|love affair|melodrama|scavenger hunt|woman director
80104,bd-r|john huston|propaganda|war propaganda|world war ii
80107,ballerina|car accident|dancing|feminism|lucille ball|maureen o'hara|woman director|bd-r|black and white|divorce
80109,grigori kozintsev|iosif shapiro|shakespeare
80111,bd-r|black|criterion|southern france
80122,berlin|betamax|biography|communism|feminism|marxism|woman director
80124,sergey bodrov jr.|acting|russian|sad|scenery|script
80126,george clooney|italy|slow|assassin|suspense|landscape|loneliness|nudity (full frontal)|stylized|long takes
80129,cinema novo
80135,drama|family issues|japan|japanese new wave|romance
80137,louisiana|natural disaster|new orleans
80141,christmas|christmas eve|eric till|holiday|musical|short film|toys
80144,action heroine|bd-r|ernst lubitsch|masochist|silent film
80146,raoul ruiz
80152,70mm|bd-r|biography|ken hughes|super technirama 70
80154,hip-hop|serial killer|tragedy|urban setting
80162,zombie apocalypse|zombies|african|cops|france|high rise|less than 300 ratings
80166,jennifer aniston|jason bateman|predictable ending|dull|jeff goldblum|single mother|midlife crisis|new york|relationships|father-son relationship
80181,short|blender|open content film|open source|01/11|11/10|12/10|added|dream|future
80185,geology|road trip|travelogue|03/11|business|business is the antagonist|contamination|corporate malfeasance|energy|environmental
80189,drug smuggling|native american|native american reservation
80191,airplane|bd-r|general|good editing|good photography|interesting|low budget|rape|soldier|stanley kubrick
80195,history|liz garbus|woman director
80204,finnish
80206,assassination plot|body guard|chia-liang liu|kung fu|prince
80210,capitalism|debt|economics|famine|free market|imperialism|inequality|injustice|land grab|neo colonialism
80219,black comedy|robert rodriguez|nudity (full frontal - notable)|danny trejo|gore|nudity|satire|jessica alba|nudity (topless)|boobies guns and blood!
80222,dance|3d|duringcreditsstinger|fusion 3-d|musical|redbox|sequel|stereoscopic 3-d
80224,alfred e. green|bd-r|blonde|cheating|death|dice|frame up|gambling|gangster|grifter
80226,bd-r|edgar rice burroughs|tarzan
80230,woman director
80233,suspense
80235,friendship|muslim-jewish relations|nudity (full frontal)|psychological|war|woman director|world war ii
80241,boring|boring plot|funny moments|no plot|sex|airplane|bar|boxer rebellion|christina applegate|comedy
80258,bd-r|might like|virgin
80260,bd-r|love letter|might like|william dieterle
80264,bd-r|delmer daves|might like|u.s. marine
80267,bd-r|communist
80269,atomic bomb|biography|history|melvin frank|might like|norman panama
80271,independent film
80281,11/11|funny songs|not as good as part troll|stand-up comedy
80283,bd-r|judy garland|might like|musical|show|teenager|warner
80285,bd-r|historical figure|napoleon
80288,docudrama|william keighley
80290,bd-r|hollywood|might like|musical|warner
80292,bd-r|biography|charles vidor|might like|nightclub entertainer|vistavision
80295,haunting|occult|rape|reincarnation|search|supernatural powers|water
80311,cavalry|outlaw|roy rogers
80313,convict|pistol whip
80315,finnish|mika kaurismäki
80321,religious|andrew howard|horror|ian duncan|supernatural|tess panzer
80328,aki kaurismäki|mika kaurismäki|musicians
80337,bd-r|music|soul
80339,american football|blood|bondage scene|cheerleader|college|crime|desire|drugs|girlfriend|jealousy
80344,army|beach|japanese|jungle|pacific island|world war ii
80346,biography|composer|might like|pianist
80348,doomed love|german officer|refugee
80350,parody|vampires|funny|animagus|duringcreditsstinger|high school|horror spoof|lame|prom|redbox
80352,adventure|family
80354,til schweiger|christian ulmen|episodic|justus von dohnanyi|wotan wilke mãƒâ¶hring
80358,christianity|searching for god
80363,zombies|milla jovovich|resident evil|virus|adapted from:video game|3d|clones|post-apocalyptic|bad plot|physics
80368,georgia|georgian
80374,absurd|hitoshi matsumoto|independent film
80376,independent film
80398,jean reno|revenge|honor|left for dead|shooting|violence|french|hospital|kidnapping|twist
80400,bank|bank robbery|bd-r|ex-con|lloyd bacon|luggage|marriage proposal|merchant|parent child relationship|rock drill
80402,african|iranian|refugee|somali|sweden|teenager
80408,gothic|horror|soul|witch
80417,island
80419,beautiful|pansori|screened at cannes|siblings|singing|suffering|tragedy
80421,bank clerk|bd-r|drug addiction|great depression|incarceration|invention|might like|prison sentence|red squad|soup kitchen
80424,doctor|engineer|loyalty|outlaw
80428,unsimulated sex|parent child relationship|porn actress|eroticism|love|lust|male nudity|nudity (topless)|paris|porn industry
80430,independent film
80432,1930s|attempted murder|bartender|bd-r|beer|beer garden|black and white|brother|captain|clothing
80444,hunchback
80447,stalker|stalking|suspense|tv movie
80449,mental health|nudity (topless)
80451,witch|best eyeshadow ever|george a romero|house wives|housewife|nightmare|witchcraft|different titles|independent film|jan white
80454,mental illness|based on a true story|lobotomy|mental hospital|princess|schizophrenia|finnish|heartwarming|historical|history
80456,animal killing|australia|australian outback|briony behets|camping|colin eggleston|cult film|forest|holiday|john hargreaves
80463,computers|true story|jesse eisenberg|based on true story|hacking|college|dark comedy|internet|david fincher|business
80472,divorce
80476,kidnapping|prom
80487,jean-luc godard|godard|married|sandstorm|women
80489,ben affleck|heist|bank robbery|action|boston|crime|too much love interest|unoriginal|fbi|police
80491,concentration camp|criterion|german|gillo pontecorvo|jewish
80494,film noir|alabama|bd-r|docudrama|gambling|phil karlson|warner
80549,emma stone|witty|high school|sexuality|funny|comedy|dialogue|satire|family relationships|funny dialogues
80551,about rich people without real problems|india|julia roberts|based on a book|female middle-age angst|scenery|italy|every foreigner is a wiseman|leaves rich handsome man meets new rich handsome man|preachy
80553,poetry|beat generation|allen ginsberg|1950s|animation|censorship|san francisco|art|counter-culture|freedom
80557,summer
80560,climate|international organization|politics
80562,jason behr
80566,fireworks|peñíscola|rocket
80568,based on a play|bd-r|jewish family|neil simon|new york
80570,1950s|based on play or musical|bd-r|christmas|christmas eve|dance sequence|debbie reynolds|might like|screenwriter|writer's block
80572,david letterman|mockumentary|beard|cameo|casey affleck|cocaine|documentary|duringcreditsstinger|hoax|joaquin phoenix
80574,bd-r|creole|gambler|might like|revenge
80584,adoption|queer|gay|delinquent|family relations|feel-good|gay couple|gay parent|homophobia|lgbtq+
80586,coming of age|charming|love|great acting|teen|feel good|based on a book|children|trees|1950s
80588,space|3d|imax|imax 3-d|leonardo dicaprio|science|space shuttle|stereoscopic 3-d|woman director
80590,michael douglas|shia labeouf|business|carey mulligan|financial crisis|money|stock market|annemari|duringcreditsstinger|oliver stone
80592,bd-r|greece|jules dassin|tragedy
80611,amnesia|bd-r
80615,owls|talking animals|animation|good versus evil|cliche|childish|predictable|based on a book|birds|computer animation
80617,3d|aftercreditsstinger|cats|christopher lennertz|dimensionalized 2-d to 3-d|dogs|duringcreditsstinger|kid's movie|redbox|spy
80619,bd-r|debbie reynolds|grande dame guignol|hollywood|tivo
80622,bd-r|biography|irving rapper|might like|musical|warner
80639,bd-r|broadway|clv|might like|musical|warner
80641,diving|dolphin|greek|might like
80646,11/11|12/11|assassin|criterion|japan|lone wolf and cub series|samurai|yoshiyuki kuroda
80648,01/12|02/11|03/11|04/11|05/11|06/11|11/11|12/11|assassin|criterion
80650,colonialism|defeat|french colonialism|indochina|jungle|trapped|uniform|vietnam
80653,alcoholic|detective|independent film|missing person|train
80655,ambush|american|arrest|culture clash|early 1900s|friendship|gun battle|historical|philippines|rain
80659,business man|death of son|marriage|might like
80661,bd-r|florida|reef|sponge divers
80667,actors|award|bd-r|dvd-ram
80677,criterion|claude sautet|criminal|french noir|friends|fugitive|police chase
80680,gangster|taiwanese
80693,coming of age|depression|mental illness|bittersweet|zach galifianakis|quirky|suicide|based on a book|funny|emma roberts
80701,based on novel or book|dvd-r|great depression|murder|prohibition|sex
80713,gloria lamorte|paola mendoza|woman director
80715,ahmed ahmed|bd-r|omid djalili
80717,cowardliness|mama's boy
80719,family vacation|satyajit ray
80725,bd-r|earl|england|silent film
80727,pornography|internet|addict|corruption|deception|drugs|explosion|fired|mafia|mobster
80729,absurd|art|funny|01/11|02/11|adam goldberg|artist|satire|satire:art world|seen 2017
80742,frederick wiseman|nudity (topless)
80744,drama|east asian lead|japanese
80746,bd-r|edward sedgwick|gangster|jewel thief|kidnapping|malcolm st. clair|nick grinde|rescue
80748,weird|adapted from:book|alice in wonderland|author:lewis carroll|bd-r|gary cooper|norman z. mcleod|pre-code|weirder than the tim burton version
80759,lesbian relationship|prostitution
80761,disneynature|impressive imagery|might like
80763,aftercreditsstinger|hue rhodes|independent film
80775,countryside|small town|rock-star|romantic comedy|cheating husband|comic book|dominic cooper|england|gemma arterton|good acting
80777,emotional|salman khan|true love
80779,infidelity|carla gugino|ezra miller|helen hunt|liev schreiber|new york city|co-worker|gay son|prom|recital
80789,jeff bleckner|love after marriage|seen 2012
80797,detective|mr. moto|murder|mystery|norman foster|private eye|radio series
80799,dvd-ram|edward sedgwick|silent film|warner|west point
80806,argentinian movie|revenge|vengance
80808,annoying reporter|dan curtis|darren mcgavin|immortality|john carradine|serial killer|underground city
80810,military|nuclear threat|silo
80812,rainer werner fassbinder|adultery|affair|age difference|baltic sea|becoming an adult|berlin|black and white|cheating|duel
80816,lynch mob|revenge|scarecrow|cover-up|cult film|dog|execution|farmer|grave|lynching
80818,independent film
80820,alyssa milano|twist ending|bad acting|based on novel or book|commercial|divorced woman|embarressid to watch|kiss|leading man|literary agent
80825,car crash|dream
80827,jack conway
80831,remake|vampires|dark|atmospheric|bullying|1980s|bittersweet|coming of age|identical remake|remake of a swedish film
80834,blender|animation|short|strong female lead|adventure|dragon|dragons|fantasy|free to download|pet
80836,blender|short|animation|bunny|characters|mobbing|open content film|open movie project|plot|repayment
80839,horses|true story|overcoming odds|disney|inspiring|horse race|biography|horseracing|motivation|below r
80844,atmospheric|mystery|supernatural|australia|disturbing|documentary style|found foodage|found footage|ghost story|grief
80846,plot twist|supernatural|m. night shyamalan|christianity|twist ending|excellent cinematography|bad execution|good acting|devil|elevator
80848,lesbian|homosexuality|lesbian relationship|nudity (topless)
80858,kristen bell|predictable|bad script|dumb|betty white|bully|duringcreditsstinger|funny|looks like megan fox|marriage
80860,josh duhamel|katherine heigl|romantic comedy|predictable|emotional|sweet|babies|comedy|funny|raising children
80862,documentary|thought-provoking|makes you think|true story|controversial|facebook|internet|social networking|drama|mockumentary
80864,naomi watts|woody allen|antonio banderas|not funny|setting:london (uk)|adultery|bad acting|bad casting|bechdel test:pass|comedy
80870,fangoria|haunted house
80880,nudity (topless - notable)|prison|robert de niro|faith|happy end missing|milla jovovich|seduction|tits|arson|arsonist
80891,cannibalism|hunger|starvation|abduction|cannabalism|cannibals|captive|captivity|claustrophobia|disturbing
80893,fangoria|kanibalismus|killer|murder|victim|videotape
80899,bd-r|indian scout|might like|musical|princess|robert z. leonard|w.s. van dyke
80901,19th century|hawaii|pineapple
80903,cavemen|easily confused with other movie(s) (title)|bd-r|campy|challenge|dinosaur|dvd-r|fighter|new love|no dialogue
80906,economics|politics|business|corruption|documentary|truth|investor corruption|investigative journalism|financial crisis|informative
80908,doctor patient relationship|hospital|woman director
80917,aliens|science fiction|romance|creative|social commentary|realism|mexico|no action|nothing happens|boring
80924,based on a book|dogs|remake
80928,stand-up comedy|06/11|david cross|lance bangs|not a movie|road trip
80933,film noir|hit man|might like|organized crime
80939,wrongly accused|christmas|corrupt|court trial|emotional|great performances: hilary swank|hilary swank|investigation|juliette lewis|law
80947,australia|musical|geoffrey rush|road trip|woman director
80952,bankrupt|rags to riches|ronald neame
80954,bd-r|chauffeur|homeless person|love|might like|norman z. mcleod|servant|tramp
80969,thought-provoking|depressing|dystopia|based on a book|atmospheric|emotional|sad|carey mulligan|disturbing|keira knightley
80980,astronaut|based on a book|bd-r|moon|space|space race
80984,bad cop|police|police shootout|rogue cop
80986,marriage of convenience
80990,arthur lowe|cybill shepherd|elliot gould|fast paced|herbert lom|illogical|remake|search for witnesses|secret agent|spy
81000,climbing|patagonia|yosemite|inspirational|record attempt|rock climbing|training
81014,mysterious truck|sensor beam|violence
81018,silent movie|1950s|depressing without being uplifting|edinburgh|slow paced|animation|beautiful|show business|aftercreditsstinger|animated
81020,life & death|artistic|animation|based on a book|clash of cultures|film within a film|life philosophy|mona achache|bookcase|child
81027,based on novel or book|dark comedy|veiko õunpuu
81029,george marshall|murder|small town|treasure
81031,niels arden oplev
81041,cia|conspiracy|corruption|drama|independent film|lsd|murder|nudity (topless)|obsession|playboy
81046,rainer werner fassbinder|70s|abusive relationship|education|female lead|female protagonist|gaslighting|german|library|margit carstensen
81049,car mechanic|singer|slovenia
81051,b movie|exchange student|high school|murder|revenge
81054,bd-r|black and white|black humor|crime syndicate|criminal|criterion|falling in love|fassbinder|hitman|illegal prostitution
81059,paolo sorrentino|giacomo rizzo|laura chiatti
81061,lawyer|bd-r|chicago|dance|dancer|disability|lameness|mob|nicholas ray|redemption
81069,friendship|independent film|prep school|race|woman director
81072,black and white|witold leszczynski
81075,black and white|chainsaw|surrealism|veiko õunpuu
81080,redbox|the lost boys series|to see: vampire|vampires
81083,california|college|homosexuality|sexuality|aliens|conspiracy|dream|drogen|great ending|guru
81085,catastrophe|city|computer|danger|post-apocalyptic|survivor
81087,bollywood|woman director
81090,hollywood|non fiction|screenwriter|writer's block|writing
81094,3d|bd-r|biography|egypt|gold|imax|mummy|pharaoh|stereoscopic 3-d
81100,behind the scenes|fetish|fetishism|latex|party|rubber/latex
81102,bribery|catholic church|little town|priest|baptism|bullfighting|card playing|funny|miguel m. delgado|organ
81104,independence movement|israeli palestinian conflict|woman director
81107,based on play or musical|geisha|gold|haiku|marriage|mikio naruse|mountain|poetry|small village|tokyo japan
81109,choral music|comeback|czechoslovakia|demographic movements|forest|german occupation|inscribed cross|locomotive|military|minefields
81111,media circus|woman director
81123,american football|bank|bd-r|sam wood|secretary
81125,bd-r|might like|murder suspect|talk show|warner
81130,woman director
81132,bizarre|mindfuck|surreal|original|headsplosions|spectators|satire|tricycle|tyres|violence against tyres
81138,7 days|kidnapping|police|rape|rape and revenge|revenge|suspense|torture|whipping
81140,multiple personalities|supernatural|religion|soul extraction|death|devil|murder|soul stealing|souls|witch
81142,falling down stairs|sexual addiction|sleep walking|surprise party
81145,aki kaurismã¤ki|finnish|80's|art-house|bizzare|business man|comedy|company|deadpan|funny
81147,teenager
81156,funny pranks|dick and fart humor|amazing stunts|crude humor|puking|vulgar|vulgarity|3d|comedy|dimensionalized 2-d to 3-d
81158,afghanistan|military|documentary|12/10|army|cow|dead soldier|duringcreditsstinger|explosion|grief
81162,australia|truck|bob morley|creepy|evil vehicle|fangoria|gore|highway|horror|mystery
81164,stereoscopic 3-d|basement|dual-hd video|hole|horror für kinder|joe dante|little brother|to see: horror
81180,bad acting|bad plot|bad script|good cinematography|good special effects|illogical|no nudity|sex scene|annoying characters|burnt body
81182,kim hyeong-joon|dark|disturbing|great plot|korean|revenge|thriller|twist ending
81191,education|heartbreaking|depressing|literacy|documentary|schools|social commentary|teacher|teachers|unions
81193,musical|bd-r|james cagney|might like
81195,suspense
81198,marriage|might like|murder|teenage daughter|trial
81200,marriage|might like|murder|paris|showgirl|spy
81214,bd-r|lesbian relationship|might like|tivo18
81216,frogmen|navy
81225,musical
81229,bruce willis|morgan freeman|action|conspiracy|john malkovich|helen mirren|assassin|comedy|cia comedy|cia
81248,betamax|might like|skiing
81250,actress|bd-r|might like|seaman|stage struck
81257,africa|friendship|revenge|bullying|denmark|justice|moral ambiguity|05/11|annemari|bombs
81270,serial killer|supernatural|teen|3d|dimensionalized 2-d to 3-d|horror|hot girls|original|plot holes|slasher
81276,politics|democracy|independent film|latin america|oliver stone|protest|revolution|south america
81281,dvd-video|independent film|magnolia pictures
81305,forbidden love|gay relationship|01/12|11/11|12/11|butcher|cinematography|gay|haredi|hebrew
81312,based on a true story|blood splatter|butcher|cult|drinking|evil|extreme violence|human sacrifice|insanity|machete
81316,bad acting|bathtub|bland|female lead|independent film|irrational|mental breakdown|nonsensical|pointless|slow
81322,bombing|child play|deportation|kz sachsenhausen|lie|world war ii
81328,carlos saura|rabbit hunting
81330,kate home|mark henderson
81347,cinematography|pregnant minor|road movie|rotterdam|small town|taxi driver|woman director
81351,the olsen gang
81355,bizzare|critical thinking|short|thought-provoking|graphics|sad|youtube
81357,dariush mehrjui
81364,deception|interview
81366,criterion|1930s|parent child relationship|tokyo japan|yasujirô ozu
81371,criterion|father son relationship|math teacher|schoolteacher|single father|teacher|textile worker|tokyo|yasujirô ozu
81381,art
81383,romain duris|french|nudity (topless)|pascal chaumeil|romance|stupid ending|vanessa paradis
81385,algeria|based on a true story|monastery|religion|03/11|annemari|boring plot|christianity|dull|evacuation
81387,singapore
81389,coastal town|rural setting|violence
81391,addiction|isolation
81396,bd-r|comedy|drunkeness|dvd-r|dvd-ram|hollywood|impersonation|jealousy|motherhood|newspaper
81403,cast|french|funny|gendarmerie|louis de funès|plot
81405,israeli/palestinian conflict|justice|problematic|state policy
81411,exile|homecoming|theodoros angelopoulos
81413,criterion|suicide
81417,found footage|not scary|predictable|boring|characters stupid|excessive backstory|tedious|cliched plot|demonic possession|duringcreditsstinger
81427,americans save the world|bucharest|house|kaf|nudity (topless)|slow motion|stereotypes|steven seagal
81443,bd-r|infidelity|lawyer|might like|perjury|pre-code|william wyler
81445,independent film|woman director
81447,bahman farmanara|fragrance
81451,attic|barn|england|murder|power outage|storm|teenager|werewolf
81453,diner|film noir|hostage drama
81456,xavier dolan|gay|love triangles|overrated|visually stunning|lgbt|canadian|french|love|polyamory
81495,17th century|julie delpy|woman director|aging|baroness|based on a true story|beauty|biography|bloodbath|countess
81497,antihero|gritty|moonshine|racing|sport
81512,death|clint eastwood|afterlife|cinematography|psychic powers|unresolved|depressing|french|journalist|redbox
81516,medieval|plague|dark ages|disease|inquisition|knight|sean bean|eddie redmayne|england|pagan
