tmdbId,tmdb_title,top_cast,cast_count,director,writers,producers,composer
9787,Lords of Dogtown,Emile Hirsch|Victor Rasuk|Rebecca De Mornay|John Robinson|Michael Angarano,20,Catherine Hardwicke,,John Linson,Mark Mothersbaugh
293646,The 33,Antonio Banderas|Rodrigo Santoro|Juliette Binoche|James Brolin|Lou Diamond Phillips,26,Patricia Riggen,Michael Thomas|Mikko Alanne|Craig Borten,Edward McGurn|Mike Medavoy|Robert Katz,James Horner
6978,Big Trouble in Little China,Kurt Russell|Kim Cattrall|Dennis Dun|James Hong|Victor Wong,46,John Carpenter,David Z. Weinstein|Gary Goldman,Larry J. Franco|James Lew|Jim Lau,John Carpenter|Alan Howarth
133698,Fly Me to the Moon,Diane Kruger|Dany Boon|Alice Pol|Robert Plagnol|Jonathan Cohen,11,Pascal Chaumeil,Laurent Zeitoun|Philippe Mechelen|Yoann Gromb,Nicolas Duval-Adassovsky|Laurent Zeitoun|Yann Zenou,Klaus Badelt
59440,Warrior,Tom Hardy|Jennifer Morrison|Nick Nolte|Joel Edgerton|Frank Grillo,28,Gavin O'Connor,Gavin O'Connor|Gavin O'Connor|Cliff Dorfman|Cliff Dorfman|Anthony Tambakis,Gavin O'Connor|Jamie Marshall|Greg O'Connor|Anthony Tambakis|Josh Fagin,Mark Isham
1770,Michael Collins,Liam Neeson|Aidan Quinn|Stephen Rea|Alan Rickman|Julia Roberts,22,Neil Jordan,Neil Jordan,Stephen Woolley,Elliot Goldenthal
10655,Gettysburg,Jeff Daniels|Tom Berenger|Martin Sheen|Sam Elliott|Stephen Lang,22,Ronald F. Maxwell,Ronald F. Maxwell,Robert Katz|Moctesuma Esparza,Randy Edelman
8988,Stop-Loss,Ryan Phillippe|Abbie Cornish|Joseph Gordon-Levitt|Channing Tatum|Josef Sommer,89,Kimberly Peirce,Kimberly Peirce|Mark Richard,Kimberly Peirce|Scott Rudin|Mark Roybal|Gregory Goodman,John Powell
15992,Abandon,Katie Holmes|Benjamin Bratt|Charlie Hunnam|Zooey Deschanel|Fred Ward,14,Stephen Gaghan,Stephen Gaghan,,
17707,Brokedown Palace,Claire Danes|Kate Beckinsale|Bill Pullman|Jacqueline Kim|Lou Diamond Phillips,14,Jonathan Kaplan,Adam Fields,Adam Fields,
77883,The Possession,Jeffrey Dean Morgan|Natasha Calis|Madison Davenport|Kyra Sedgwick|Rob LaBelle,14,Ole Bornedal,Juliet Snowden|Leslie Gornstein|E.L. Katz|Kevin Mannis,,
40001,Mrs. Winterbourne,Shirley MacLaine|Ricki Lake|Brendan Fraser|Jane Krakowski|Loren Dean,12,Richard Benjamin,Phoef Sutton|Lisa-Maria Radano,Oren Koules|Dale Pollock|Ross Canter,Patrick Doyle
64639,Straw Dogs,James Marsden|Kate Bosworth|Alexander Skarsgård|Dominic Purcell|Laz Alonso,20,Rod Lurie,David Zelag Goodman|David Zelag Goodman|Rod Lurie|Rod Lurie,,
9903,The Hoax,Richard Gere|Alfred Molina|Marcia Gay Harden|Hope Davis|Julie Delpy,27,Lasse Hallström,William Wheeler,Bob Yari|Leslie Holleran|Mark Gordon|Betsy Beers|Joshua Maurer,Carter Burwell
21338,Stone Cold,Brian Bosworth|Lance Henriksen|William Forsythe|Arabella Holzbog|Sam McMurray,16,Craig R. Baxley,Walter Doniger,Yoram Ben-Ami,
20766,The Road,Viggo Mortensen|Kodi Smit-McPhee|Charlize Theron|Robert Duvall|Guy Pearce,15,John Hillcoat,Joe Penhall,Nick Wechsler|Paula Mae Schwartz|Steve Schwartz,
24264,Sheena,Tanya Roberts|Ted Wass|Donovan Scott|Elizabeth of Toro|France Zobda,8,John Guillermin,David Newman|Lorenzo Semple Jr.,Paul Aratow,
19803,Underclassman,Nick Cannon|Roselyn Sánchez|Shawn Ashmore|Cheech Marin|Kelly Hu,7,Marcos Siega,David Wagner|Brent Goldberg,,
20309,Say It Isn't So,Chris Klein|Heather Graham|Orlando Jones|Sally Field|Richard Jenkins,17,J.B. Rogers,Peter Gaulke|Gerry Swallow,,Mason Daring
9912,The World's Fastest Indian,Anthony Hopkins|Iain Rea|Tessa Mitchell|Aaron Murphy|Tim Shadbolt,22,Roger Donaldson,,Roger Donaldson|John J. Kelly|Gary Hannam,J. Peter Robinson
9067,Tank Girl,Lori Petty|Ice-T|Naomi Watts|Malcolm McDowell|Iggy Pop,76,Rachel Talalay,Tedi Sarafian,Pen Densham|John Watson|Tom Astor,
27360,King's Ransom,Anthony Anderson|Jay Mohr|Kellita Smith|Brooke D'Orsay|Donald Faison,7,Jeffrey W. Byrd,,,
8338,Blindness,Julianne Moore|Mark Ruffalo|Alice Braga|Gael García Bernal|Danny Glover,17,Fernando Meirelles,Don McKellar,Niv Fichman|Andrea Barata Ribeiro|Bel Berlinck|Sonoko Sakai|Sheena Macdonald,Marco Antônio Guimarães
168705,BloodRayne,Kristanna Loken|Ben Kingsley|Michelle Rodriguez|Michael Madsen|Matthew Davis,11,Uwe Boll,Guinevere Turner,,
72113,Carnage,Kate Winslet|Jodie Foster|Christoph Waltz|John C. Reilly|Elvis Polanski,6,Roman Polanski,Roman Polanski|Yasmina Reza,Saïd Ben Saïd,Alexandre Desplat
9729,Where the Truth Lies,Kevin Bacon|Colin Firth|Alison Lohman|David Hayman|Rachel Blanchard,16,Atom Egoyan,Atom Egoyan,Robert Lantos,Mychael Danna
94352,Cirque du Soleil: Worlds Away,Erica Linz|Igor Zaripov|Matt Gillanders|Jason Berrent|Dallas Barnett,7,Andrew Adamson,Andrew Adamson,James Cameron|Andrew Adamson|Aron Warner|Martin Bolduc,
22256,Without Limits,Billy Crudup|Donald Sutherland|Monica Potter|Jeremy Sisto|Matthew Lillard,12,Robert Towne,Robert Towne|Kenny Moore,,
12404,Me and Orson Welles,Zac Efron|Claire Danes|Christian McKay|Imogen Poots|Zoe Kazan,14,Richard Linklater,Vincent Palmo Jr.|Holly Gent Palmo,Richard Linklater|Marc Samuelson|Ann Carli,Michael J. McEvoy
152742,The Best Offer,Geoffrey Rush|Jim Sturgess|Sylvia Hoeks|Donald Sutherland|Maximilian Dirr,16,Giuseppe Tornatore,Giuseppe Tornatore,Arturo Paglia|Isabella Cocuzza,Ennio Morricone
11699,The Bad Lieutenant: Port of Call - New Orleans,Nicolas Cage|Eva Mendes|Val Kilmer|Fairuza Balk|Shawn Hatosy,58,Werner Herzog,William M. Finkelstein,Nicolas Cage|Edward R. Pressman|Randall Emmett|John Thompson|Melanie Brown,Mark Isham
49953,A Turtle's Tale: Sammy's Adventures,Yuri Lowenthal|Gemma Arterton|Isabelle Fuhrman|Melanie Griffith|Tim Curry,10,Ben Stassen,Domonic Paris,Ben Stassen|Domonic Paris|Mimi Maynard|Gina Gallo|Caroline Van Iseghem,Ramin Djawadi
48034,Little White Lies,François Cluzet|Marion Cotillard|Benoît Magimel|Gilles Lellouche|Jean Dujardin,27,Guillaume Canet,Guillaume Canet,Alain Attal,
39845,Love Ranch,Helen Mirren|Joe Pesci|Sergio Peris-Mencheta|Gina Gershon|Bai Ling,12,Taylor Hackford,Mark Jacobson,,
25353,The True Story of Puss 'n Boots,Jérôme Deschamps|Yolande Moreau|Louise Wallon|Arthur Deschamps|Jean-Claude Bolle-Reddat,5,Jérôme Deschamps|Pascal Hérold|Macha Makeïeff,Pascal Hérold,,
36696,Space Dogs,Anna Bolshova|Evgeny Mironov|Sergey Garmash|Aleksandr Bashirov|Elena Yakovleva,10,Inna Evlannikova|Svyatoslav Ushakov,Aleksandr Talal|John Chua,,
109091,The Counselor,Michael Fassbender|Cameron Diaz|Javier Bardem|Goran Visnjic|Penélope Cruz,30,Ridley Scott,Cormac McCarthy,Ridley Scott|Nick Wechsler|Paula Mae Schwartz|Steve Schwartz,Daniel Pemberton
38543,Ironclad,James Purefoy|Kate Mara|Jason Flemyng|Paul Giamatti|Brian Cox,41,Jonathan English,Erick Kastel|Jonathan English,Rick Benattar|Andrew J. Curtis,Lorne Balfe
33157,Waterloo,Rod Steiger|Christopher Plummer|Orson Welles|Jack Hawkins|Virginia McKenna,21,Sergey Bondarchuk,H.A.L. Craig,Dino De Laurentiis,
290864,Kung Fu Jungle,Donnie Yen|Charlie Yeung|Wang Baoqiang|Bai Bing|Deep Ng,10,Teddy Chan,Teddy Chan|Lau Ho-Leung|Mak Tin-Shu,Alex Tong|Catherine Hun|Ning Song,
242166,Red Sky,Cam Gigandet|Rachael Leigh Cook|Shane West|Bill Pullman|Brian Krause,13,Mario Van Peebles,Randy Arrington|Adam Prince,Russell Gray|Sergei Bespalov|Yakov Bentsvi|Dmitry Guzeev|Dave Riggs,
859,Dangerous Liaisons,Glenn Close|John Malkovich|Michelle Pfeiffer|Swoosie Kurtz|Keanu Reeves,14,Stephen Frears,Choderlos de Laclos|Christopher Hampton,Norma Heyman|Hank Moonjean,George Fenton
83770,On the Road,Garrett Hedlund|Sam Riley|Kristen Stewart|Amy Adams|Tom Sturridge,17,Walter Salles,José Rivera,Nathanaël Karmitz|Charles Gillibert,Gustavo Santaolalla
168,Star Trek IV: The Voyage Home,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,15,Leonard Nimoy,Nicholas Meyer|Harve Bennett|Steve Meerson|Peter Krikes,Harve Bennett,Leonard Rosenman
1246,Rocky Balboa,Sylvester Stallone|Burt Young|Milo Ventimiglia|Geraldine Hughes|James Francis Kelly III,16,Sylvester Stallone,Sylvester Stallone,William Chartoff|Kevin King Templeton|Charles Winkler|David Winkler,Bill Conti
4233,Scream 2,David Arquette|Neve Campbell|Courteney Cox|Sarah Michelle Gellar|Jamie Kennedy,75,Wes Craven,Kevin Williamson,Cathy Konrad|Marianne Maddalena,Marco Beltrami
174751,Jane Got a Gun,Natalie Portman|Joel Edgerton|Ewan McGregor|Noah Emmerich|Boyd Holbrook,15,Gavin O'Connor,Joel Edgerton|Anthony Tambakis|Brian Duffield,Natalie Portman|Scott Steindorff|Scott LaStaiti|Chris Coen|Aleen Keshishian,
184098,Think Like a Man Too,Adam Brody|Michael Ealy|Jerry Ferrara|Meagan Good|Regina Hall,23,Tim Story,Keith Merryman|David A. Newman,William Packer,
2069,The Whole Nine Yards,Bruce Willis|Matthew Perry|Rosanna Arquette|Michael Clarke Duncan|Kevin Pollak,10,Jonathan Lynn,Mitchell Kapner,Allan Kaufman|David Willis,Randy Edelman|Gary Gold
1788,Footloose,Kevin Bacon|John Lithgow|Dianne Wiest|Chris Penn|Lori Singer,13,Herbert Ross,Dean Pitchford,Lewis J. Rachmil|Craig Zadan,
11635,Old School,Luke Wilson|Will Ferrell|Vince Vaughn|Ellen Pompeo|Leah Remini,14,Todd Phillips,Todd Phillips|Scot Armstrong|Court Crandall,Todd Phillips|Daniel Goldberg|Joe Medjuck,
177,The Fisher King,Jeff Bridges|Robin Williams|Mercedes Ruehl|Amanda Plummer|Michael Jeter,25,Terry Gilliam,Richard LaGravenese,Debra Hill|Lynda Obst,George Fenton
3600,I Still Know What You Did Last Summer,Jennifer Love Hewitt|Freddie Prinze Jr.|Mekhi Phifer|Brandy Norwood|Muse Watson,11,Danny Cannon,Trey Callaway,Erik Feig|Neal H. Moritz|Stokely Chaffin|William S. Beasley,John Frizzell
2621,Return to Me,David Duchovny|Minnie Driver|Carroll O'Connor|Robert Loggia|Jim Belushi,15,Bonnie Hunt,Bonnie Hunt|Don Lake,,
10358,Zack and Miri Make a Porno,Seth Rogen|Elizabeth Banks|Jennifer Schwalbach Smith|Jason Mewes|Gerry Bednob,14,Kevin Smith,Kevin Smith,Scott Mosier,James L. Venable
10480,Nurse Betty,Renée Zellweger|Morgan Freeman|Chris Rock|Greg Kinnear|Aaron Eckhart,21,Neil LaBute,John C. Richards,Steve Golin,Rolfe Kent
10313,The Men Who Stare at Goats,George Clooney|Ewan McGregor|Jeff Bridges|Kevin Spacey|Robert Patrick,35,Grant Heslov,Peter Straughan,George Clooney|Grant Heslov|Paul Lister,Rolfe Kent
18828,Double Take,Orlando Jones|Eddie Griffin|Garcelle Beauvais|Gary Grubbs|Daniel Roebuck,7,George Gallo,,David Permut,
3558,"Girl, Interrupted",Winona Ryder|Angelina Jolie|Clea DuVall|Brittany Murphy|Elisabeth Moss,17,James Mangold,James Mangold|Lisa Loomer|Anna Hamilton Phelan,Cathy Konrad|Douglas Wick,Mychael Danna
13476,Win a Date with Tad Hamilton!,Josh Duhamel|Kate Bosworth|Topher Grace|Nathan Lane|Sean Hayes,11,Robert Luketic,Victor Levin,,
10208,Muppets from Space,Steve Whitmire|Dave Goelz|Bill Barretta|Frank Oz|Jerry Nelson,18,Tim Hill,Jerry Juhl,Ken Kaufman,Jamshied Sharifi
24961,The Wiz,Diana Ross|Michael Jackson|Nipsey Russell|Ted Ross|Theresa Merritt,10,Sidney Lumet,Joel Schumacher,Rob Cohen,Charlie Smalls
20697,Ready to Rumble,David Arquette|Scott Caan|Oliver Platt|Rose McGowan|Bill Goldberg,47,Brian Robbins,Steven Brill,Jeffrey Silver|Robert F. Newmyer|Scott Strauss|John Gatins|Herb Gains,
20761,Play It to the Bone,Antonio Banderas|Woody Harrelson|Lolita Davidovich|Tom Sizemore|Lucy Liu,24,Ron Shelton,Ron Shelton,Stephen Chin,
70868,I Don't Know How She Does It,Sarah Jessica Parker|Pierce Brosnan|Sarah Shahi|Busy Philipps|Olivia Munn,14,Douglas McGrath,Aline Brosh McKenna,,
43593,Piranha 3D,Elisabeth Shue|Adam Scott|Jerry O'Connell|Steven R. McQueen|Jessica Szohr,20,Alexandre Aja,Josh Stolberg,Mark Canton|Grégory Levasseur|Alexandre Aja|Marc Toberoff,Michael Wandmacher
6478,Beyond the Sea,Kevin Spacey|Kate Bosworth|John Goodman|Bob Hoskins|Brenda Blethyn,8,Kevin Spacey,Lewis Colick|Kevin Spacey,Kevin Spacey|Jan Fantl,
40688,Meet the Deedles,Paul Walker|John Ashton|Dennis Hopper|Eric Braeden|Richard Lineback,9,Steve Boyum,Jim Herzfeld,Aaron Meyerson|Dale Pollock,Steve Bartek
26672,The Thief and the Cobbler,Vincent Price|Anthony Quayle|Sean Connery|Joan Sims|Paul Matthews,12,Richard Williams,Richard Williams|Margaret French,Richard Williams|Imogen Sutton,
45881,The Bridge of San Luis Rey,Gabriel Byrne|F. Murray Abraham|Kathy Bates|Robert De Niro|Harvey Keitel,15,Mary McGuckian,Mary McGuckian,,Lalo Schifrin
41283,Faster,Dwayne Johnson|Billy Bob Thornton|Maggie Grace|Carla Gugino|Tom Berenger,20,"George Tillman, Jr.",Joe Gayton|Joe Gayton|Tony Gayton|Tony Gayton,Martin Shafer|Liz Glotzer|Robert Teitel|Tony Gayton,Clint Mansell
4935,Howl's Moving Castle,Takuya Kimura|Akihiro Miwa|Tatsuya Gashûin|Mitsunori Isaki|Yo Oizumi,10,Hayao Miyazaki,Hayao Miyazaki,Rick Dempsey|Ned Lott|Toshio Suzuki|Tomohiko Ishii,Joe Hisaishi
19908,Zombieland,Jesse Eisenberg|Woody Harrelson|Emma Stone|Abigail Breslin|Amber Heard,16,Ruben Fleischer,Rhett Reese|Paul Wernick,Gavin Polone,
10663,The Waterboy,Adam Sandler|Kathy Bates|Fairuza Balk|Henry Winkler|Jerry Reed,15,Frank Coraci,Adam Sandler|Tim Herlihy,Jack Giarraputo|Robert Simonds,
1891,The Empire Strikes Back,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,76,Irvin Kershner,George Lucas|Leigh Brackett|Lawrence Kasdan,Gary Kurtz|Howard G. Kazanjian,John Williams
9737,Bad Boys,Will Smith|Martin Lawrence|Téa Leoni|Tchéky Karyo|Joe Pantoliano,32,Michael Bay,Doug Richardson|George Gallo|Michael Barrie|Jim Mulholland,Jerry Bruckheimer|Don Simpson,Mark Mancina
37137,The Naked Gun 2½: The Smell of Fear,Leslie Nielsen|Priscilla Presley|George Kennedy|O.J. Simpson|Robert Goulet,18,David Zucker,Jim Abrahams|David Zucker|Pat Proft,Robert K. Weiss|Jim Abrahams,Ira Newborn
9532,Final Destination,Devon Sawa|Ali Larter|Kerr Smith|Tony Todd|Seann William Scott,13,James Wong,Glenn Morgan|James Wong|Jeffrey Reddick,Craig Perry|Warren Zide|Glenn Morgan,Shirley Walker
10316,The Ides of March,Ryan Gosling|George Clooney|Philip Seymour Hoffman|Paul Giamatti|Evan Rachel Wood,54,George Clooney,George Clooney|Grant Heslov|Beau Willimon,George Clooney|Grant Heslov|Brian Oliver,
2787,Pitch Black,Vin Diesel|Radha Mitchell|Cole Hauser|Lewis Fitz-Gerald|Claudia Black,15,David Twohy,David Twohy|Jim Wheat|Jim Wheat|Ken Wheat|Ken Wheat,Tom Engelman,
12658,Someone Like You...,Ashley Judd|Greg Kinnear|Hugh Jackman|Marisa Tomei|Ellen Barkin,10,Tony Goldwyn,Elizabeth Chandler,Lynda Obst,Rolfe Kent
152601,Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,37,Spike Jonze,Spike Jonze,Spike Jonze|Vincent Landay|Megan Ellison,Owen Pallett
10866,Joy Ride,Steve Zahn|Paul Walker|Leelee Sobieski|Jessica Bowman|Stuart Stone,28,John Dahl,J.J. Abrams|Clay Tarver,Chris Moore|J.J. Abrams,Marco Beltrami
227707,The Adventurer: The Curse of the Midas Box,Aneurin Barnard|Michael Sheen|Lena Headey|Sam Neill|Ioan Gruffudd,31,Jonathan Newman,Matthew Huffman|Christian Taylor,Peter Bevan|Karl Richards|Ibon Cormenzana|Ignasi Estapé,
21349,Anywhere But Here,Susan Sarandon|Natalie Portman|Hart Bochner|Eileen Ryan|Ray Baker,13,Wayne Wang,Alvin Sargent|Mona Simpson,,
19150,The Crew,Richard Dreyfuss|Burt Reynolds|Dan Hedaya|Seymour Cassel|Carrie-Anne Moss,13,Michael Dinner,Michael Dinner,,
70435,Haywire,Gina Carano|Ewan McGregor|Michael Fassbender|Bill Paxton|Channing Tatum,14,Steven Soderbergh,Lem Dobbs,Ken Halsband|Gregory Jacobs,David Holmes
580,Jaws: The Revenge,Lorraine Gary|Lance Guest|Mario Van Peebles|Michael Caine|Karen Young,30,Joseph Sargent,Peter Benchley|Michael De Guzman,Joseph Sargent,Michael Small
9819,Marvin's Room,Diane Keaton|Meryl Streep|Leonardo DiCaprio|Robert De Niro|Hume Cronyn,18,Jerry Zaks,Scott McPherson,Robert De Niro|Scott Rudin|Jane Rosenthal,Rachel Portman
13579,The Longshots,Ice Cube|Keke Palmer|Tasha Smith|Jill Marie Jones|Dash Mihok,19,Fred Durst,,,
20024,The End of the Affair,Ralph Fiennes|Stephen Rea|Julianne Moore|James Bolam|Ian Hart,13,Neil Jordan,Neil Jordan,Stephen Woolley|Neil Jordan,Michael Nyman
2453,Harley Davidson and the Marlboro Man,Mickey Rourke|Don Johnson|Chelsea Field|Daniel Baldwin|Giancarlo Esposito,16,Simon Wincer,Don Michael Paul,Don Michael Paul|Jere Henshaw|Missy Alpern,Basil Poledouris|Ken Tamplin
6973,In the Valley of Elah,Tommy Lee Jones|Charlize Theron|Susan Sarandon|Frances Fisher|James Franco,42,Paul Haggis,Paul Haggis|Mark Boal,Paul Haggis|Patrick Wachsberger|Steve Samuels|Darlene Caamano|Laurence Becsey,
11156,Coco Before Chanel,Audrey Tautou|Benoît Poelvoorde|Alessandro Nivola|Marie Gillain|Emmanuelle Devos,18,Anne Fontaine,Anne Fontaine|Camille Fontaine,Carole Scotta|Simon Arnal|Caroline Benjo|Philippe Carcassonne,
354110,Forsaken,Demi Moore|Kiefer Sutherland|Donald Sutherland|Brian Cox|Siobhan Williams,16,Jon Cassar,Brad Mirman,Gary Howsam|Bill Marks|Kevin DeWalt|Josh Miller|Isabella Marchese Ragona,
22215,Cheri,Michelle Pfeiffer|Kathy Bates|Rupert Friend|Felicity Jones|Iben Hjejle,16,Stephen Frears,Christopher Hampton,,Alexandre Desplat
11632,Vanity Fair,Reese Witherspoon|James Purefoy|Jonathan Rhys Meyers|Romola Garai|Gabriel Byrne,13,Mira Nair,Julian Fellowes|Matthew Faulk|Mark Skeet,Donna Gigliotti|Janette Day|Lydia Dean Pilcher,Mychael Danna
30596,Bodyguards and Assassins,Donnie Yen|Wang Xue-qi|Tony Leung Ka-Fai|Nicholas Tse|Hu Jun,18,Teddy Chan,Chun Tin-Nam|Guo Junli|Joyce Chan Ka-Yi,,
3021,1408,John Cusack|Samuel L. Jackson|Mary McCormack|Jasmine Jessica Anthony|Tony Shalhoub,40,Mikael Håfström,Scott Alexander|Larry Karaszewski|Matt Greenberg,Lorenzo di Bonaventura,
957,Spaceballs,Mel Brooks|Rick Moranis|Bill Pullman|Daphne Zuniga|John Candy,28,Mel Brooks,Mel Brooks|Thomas Meehan|Ronny Graham,Mel Brooks|Ezra Swerdlow,John Morris
256917,The Water Diviner,Russell Crowe|Olga Kurylenko|Yılmaz Erdoğan|Cem Yılmaz|Jai Courtney,24,Russell Crowe,Andrew Knight|Andrew Anastasios,Andrew Mason|Troy Lum|Keith Rodger,David Hirschfelder
251,Ghost,Patrick Swayze|Demi Moore|Whoopi Goldberg|Tony Goldwyn|Vincent Schiavelli,14,Jerry Zucker,,Lisa Weinstein|Howard W. Koch,Maurice Jarre
544,There's Something About Mary,Cameron Diaz|Ben Stiller|Matt Dillon|Lee Evans|Chris Elliott,19,Bobby Farrelly|Peter Farrelly,Bobby Farrelly|Peter Farrelly|Ed Decter|John J. Strauss,Frank Beddor|Michael Steinberg|Bradley Thomas|Charles B. Wessler,Jonathan Richman
11395,The Santa Clause,Tim Allen|Judge Reinhold|Wendy Crewson|David Krumholtz|Peter Boyle,11,John Pasquin,Steve Rudnick|Leo Benvenuti,Jeffrey Silver|Brian Reilly,Michael Convertino
14635,The Rookie,Dennis Quaid|Rachel Griffiths|Beth Grant|Angus T. Jones|Brian Cox,9,John Lee Hancock,Mike Rich,,
13680,The Game Plan,Dwayne Johnson|Madison Pettis|Kyra Sedgwick|Roselyn Sánchez|Morris Chestnut,15,Andy Fickman,,Mark Ciardi|Gordon Gray,Audrey Wells
688,The Bridges of Madison County,Meryl Streep|Clint Eastwood|Annie Corley|Victor Slezak|Jim Haynie,12,Clint Eastwood,Richard LaGravenese,Clint Eastwood|Tom Rooker|Kathleen Kennedy|Michael Maurer,Clint Eastwood|Lennie Niehaus
11090,The Animal,Rob Schneider|Colleen Haskell|John C. McGinley|Ed Asner|Guy Torry,14,Luke Greenfield,Tom Brady,Barry Bernardi|Todd Garner|Carr D'Angelo,Teddy Castellucci
783,Gandhi,Ben Kingsley|Candice Bergen|Edward Fox|John Gielgud|Trevor Howard,92,Richard Attenborough,John Briley,Richard Attenborough|Terence A. Clegg,
228194,The Hundred-Foot Journey,Helen Mirren|Manish Dayal|Om Puri|Charlotte Le Bon|Rohan Chand,39,Lasse Hallström,Steven Knight,Steven Spielberg|Oprah Winfrey,
1642,The Net,Sandra Bullock|Jeremy Northam|Dennis Miller|Wendy Gazelle|Ken Howard,32,Irwin Winkler,John D. Brancato|Michael Ferris,Irwin Winkler|Rob Cowan,
10950,I Am Sam,Sean Penn|Michelle Pfeiffer|Dianne Wiest|Dakota Fanning|Richard Schiff,38,Jessie Nelson,Jessie Nelson|Kristine Johnson,Edward Zwick|Marshall Herskovitz|Richard Solomon|Jessie Nelson,John Powell
235260,Son of God,Roma Downey|Diogo Morgado|Louise Delamere|Darwin Shaw|Amber Rose Revah,35,Christopher Spencer,Nic Young|Christopher Spencer|Richard Bedser|Colin Swash,,
277,Underworld,Kate Beckinsale|Scott Speedman|Michael Sheen|Shane Brolly|Bill Nighy,32,Len Wiseman,Len Wiseman|Kevin Grevioux|Danny McBride|Danny McBride,Tom Rosenberg|Gary Lucchesi|Richard S. Wright,Paul Haslinger
8999,Derailed,Clive Owen|Jennifer Aniston|Vincent Cassel|Melissa George|Addison Timlin,19,Mikael Håfström,Stuart Beattie,Lorenzo di Bonaventura,Ed Shearmur
11323,The Informant!,Matt Damon|Scott Bakula|Joel McHale|Melanie Lynskey|Ann Dowd,24,Steven Soderbergh,Scott Z. Burns,,Marvin Hamlisch
10445,Shadowlands,Anthony Hopkins|Debra Winger|John Wood|Julian Fellowes|Roddy Maude-Roxby,14,Richard Attenborough,William Nicholson,Richard Attenborough|Brian Eastman,George Fenton
11453,Deuce Bigalow: European Gigolo,Rob Schneider|Eddie Griffin|Jeroen Krabbé|Til Schweiger|Hanna Verboom,10,Mike Bigelow,Rob Schneider|Jason Ward|David Garrett,Adam Sandler|Jack Giarraputo|John Schneider,James L. Venable
146239,Delivery Man,Vince Vaughn|Cobie Smulders|Chris Pratt|Britt Robertson|Jack Reynor,12,Ken Scott,Martin Petit|Ken Scott,André Rouleau,Jon Brion
205588,Our Kind of Traitor,Ewan McGregor|Stellan Skarsgård|Damian Lewis|Naomie Harris|Jeremy Northam,20,Susanna White,Hossein Amini,Gail Egan|Stephen Cornwell|Simon Cornwell,Marcelo Zarvos
10878,Saving Silverman,Jason Biggs|Steve Zahn|Jack Black|Amanda Peet|Amanda Detmer,13,Dennis Dugan,Hank Nelken|Greg DePaul,Bruce Berman,
82650,Diary of a Wimpy Kid: Dog Days,Zachary Gordon|Robert Capron|Devon Bostick|Rachael Harris|Steve Zahn,19,David Bowers,Wallace Wolodarsky|Maya Forbes|Gabe Sachs|Jeff Judah,,
10279,Summer of Sam,John Leguizamo|Adrien Brody|Mira Sorvino|Jennifer Esposito|Anthony LaPaglia,19,Spike Lee,Spike Lee|Victor Colicchio|Michael Imperioli,Jon Kilik|Spike Lee,Terence Blanchard
2294,Jay and Silent Bob Strike Back,Kevin Smith|Jason Mewes|Ben Affleck|Jeff Anderson|Brian O'Halloran,29,Kevin Smith,Kevin Smith,Scott Mosier,James L. Venable
2176,The Glass House,Leelee Sobieski|Diane Lane|Stellan Skarsgård|Bruce Dern|Kathy Baker,19,Daniel Sackheim,Wesley Strick,Neal H. Moritz,
270487,"Hail, Caesar!",Josh Brolin|George Clooney|Alden Ehrenreich|Ralph Fiennes|Scarlett Johansson,87,Joel Coen|Ethan Coen,Joel Coen|Ethan Coen,Joel Coen|Ethan Coen|Tim Bevan|Eric Fellner,
19366,Josie and the Pussycats,Rachael Leigh Cook|Rosario Dawson|Tara Reid|Gabriel Mann|Alan Cumming,11,Deborah Kaplan|Harry Elfont,Deborah Kaplan|Harry Elfont,Marc Platt,John Frizzell
204082,Homefront,Jason Statham|James Franco|Izabela Vidovic|Winona Ryder|Rachelle Lefevre,16,Gary Fleder,Sylvester Stallone,Sylvester Stallone|Kevin King Templeton|John Thompson,Mark Isham
24100,The Little Vampire,Richard E. Grant|Jonathan Lipnicki|Jim Carter|Alice Krige|Pamela Gidley,9,Uli Edel,,,
1599,I Heart Huckabees,Jason Schwartzman|Dustin Hoffman|Lily Tomlin|Jude Law|Mark Wahlberg,17,David O. Russell,David O. Russell|Jeff Baena,,
5550,RoboCop 3,Robert John Burke|Nancy Allen|Mario Machado|Jodi Long|John Posey,22,Fred Dekker,Frank Miller|Frank Miller|Fred Dekker,Patrick Crowley,Basil Poledouris
30379,Megiddo: The Omega Code 2,Michael York|Michael Biehn|Diane Venora|R. Lee Ermey|Udo Kier,11,Brian Trenchard-Smith|Paul J. Lombardi,John Fasano|Stephan Blinn,,
42586,Darling Lili,Julie Andrews|Rock Hudson|Jeremy Kemp|Lance Percival|Michael Witney,7,Blake Edwards,Blake Edwards|William Peter Blatty,,
17709,Dudley Do-Right,Brendan Fraser|Sarah Jessica Parker|Alfred Molina|Eric Idle|Robert Prosky,73,Hugh Wilson,Hugh Wilson,John Davis|Joseph Singer|J. Todd Harris,
