movieId,title,clean_title,year,genres,genres_list,primary_genre,genre_count
124184,Journey Together (1945),Journey Together,1945,Drama|War,Drama War,Drama,2
124188,Seagulls Over Sorrento (1954),Seagulls Over Sorrento,1954,Drama|War,Drama War,Drama,2
124190,Private's Progress (1956),Private's Progress,1956,Comedy|War,Comedy War,Comedy,2
124192,Lucky Jim (1957),Lucky Jim,1957,Comedy,Comedy,Comedy,1
124194,The Risk (1960),The Risk,1960,Drama|Thriller,Drama Thriller,Drama,2
124196,Heavens Above! (1963),Heavens Above!,1963,Comedy,Comedy,Comedy,1
124198,Rotten to the Core (1965),Rotten to the Core,1965,Comedy|Crime,Comedy Crime,Comedy,2
124200,Spring Madness (1938),Spring Madness,1938,(no genres listed),,,0
124202,Four Girls in White (1939),Four Girls in White,1939,Comedy|Drama,Comedy Drama,Comedy,2
124204,The Kid From Texas (1939),The Kid From Texas,1939,Comedy|Romance|Western,Comedy Romance Western,Comedy,3
124207,Dancing Co-Ed (1939),Dancing Co-Ed,1939,Comedy|Romance,Comedy Romance,Comedy,2
124209,Two Girls on Broadway (1940),Two Girls on Broadway,1940,Romance,Romance,Romance,1
124211,Dulcy (1940),Dulcy,1940,Comedy,Comedy,Comedy,1
124213,Whistling in the Dark (1941),Whistling in the Dark,1941,Comedy|Mystery,Comedy Mystery,Comedy,2
124215,The Bugle Sounds (1942),The Bugle Sounds,1942,(no genres listed),,,0
124217,Grand Central Murder (1942),Grand Central Murder,1942,Crime|Mystery,Crime Mystery,Crime,2
124220,Whistling in Dixie (1942),Whistling in Dixie,1942,Comedy|Crime|Mystery,Comedy Crime Mystery,Comedy,3
124222,Salute to the Marines (1943),Salute to the Marines,1943,Comedy|Drama|War,Comedy Drama War,Comedy,3
124224,Whistling in Brooklyn (1943),Whistling in Brooklyn,1943,Comedy|Crime|Mystery|Romance,Comedy Crime Mystery Romance,Comedy,4
124226,Song of the Open Road (1944),Song of the Open Road,1944,(no genres listed),,,0
124228,Her Husband's Affairs (1947),Her Husband's Affairs,1947,Comedy|Sci-Fi,Comedy Sci-Fi,Comedy,2
124230,I Love Trouble (1948),I Love Trouble,1948,Crime|Drama,Crime Drama,Crime,2
124232,The Fuller Brush Man (1948),The Fuller Brush Man,1948,Adventure|Comedy,Adventure Comedy,Adventure,2
124235,Precious Find (1996),Precious Find,1996,Action|Sci-Fi,Action Sci-Fi,Action,2
124239,Pterodactyl Woman from Beverly Hills (1997),Pterodactyl Woman from Beverly Hills,1997,Comedy,Comedy,Comedy,1
124243,Burning Down the House (2001),Burning Down the House,2001,(no genres listed),,,0
124247,Desert Victory (1943),Desert Victory,1943,Documentary,Documentary,Documentary,1
124251,High Treason (1951),High Treason,1951,Action|Crime|Thriller,Action Crime Thriller,Action,3
124253,Sailor of the King (1953),Sailor of the King,1953,Action|Drama,Action Drama,Action,2
124255,Josephine And Men (1955),Josephine And Men,1955,(no genres listed),,,0
124257,Run for the Sun (1956),Run for the Sun,1956,Action|Drama|Thriller,Action Drama Thriller,Action,3
124259,Brothers in Law (1957),Brothers in Law,1957,Comedy,Comedy,Comedy,1
124263,Carlton-Browne of the F.O. (1959),Carlton-Browne of the F.O.,1959,Comedy,Comedy,Comedy,1
124265,The Family Way (1966),The Family Way,1966,Comedy,Comedy,Comedy,1
124267,"Soft Beds, Hard Battles (1974)","Soft Beds, Hard Battles",1974,Comedy,Comedy,Comedy,1
124269,The Moving Finger (1985),The Moving Finger,1985,(no genres listed),,,0
124271,Textuality (2011),Textuality,2011,Comedy|Romance,Comedy Romance,Comedy,2
124273,Kevin Smith: Too Fat For 40 (2010),Kevin Smith: Too Fat For 40,2010,Comedy,Comedy,Comedy,1
124275,Last Rites (1988),Last Rites,1988,Action|Crime|Romance|Thriller,Action Crime Romance Thriller,Action,4
124277,The Hellbenders (1967),The Hellbenders,1967,Action|Adventure|Drama|Western,Action Adventure Drama Western,Action,4
124279,SeaFood (2012),SeaFood,2012,Adventure|Animation|Children|Comedy,Adventure Animation Children Comedy,Adventure,4
124281,The Prophet's Game (2000),The Prophet's Game,2000,Thriller,Thriller,Thriller,1
124285,Johnny O'Clock (1947),Johnny O'Clock,1947,Crime|Drama,Crime Drama,Crime,2
124287,The Woman In White (1998),The Woman In White,1998,Thriller,Thriller,Thriller,1
124290,Reign of Terror (1949),Reign of Terror,1949,Drama,Drama,Drama,1
124292,The Jackie Robinson Story (1950),The Jackie Robinson Story,1950,Children|Drama,Children Drama,Children,2
124294,The Shanghai Cobra (1945),The Shanghai Cobra,1945,Mystery|Thriller,Mystery Thriller,Mystery,2
124296,"Invasion, U.S.A. (1952)","Invasion, U.S.A.",1952,Sci-Fi,Sci-Fi,Sci-Fi,1
124298,Hider in the House (1989),Hider in the House,1989,Horror|Thriller,Horror Thriller,Horror,2
124300,White: The Melody of the Curse (2011),White: The Melody of the Curse,2011,Horror,Horror,Horror,1
124302,Kermit's Swamp Years (2002),Kermit's Swamp Years,2002,Children|Comedy|Fantasy,Children Comedy Fantasy,Children,3
124304,Harry in Your Pocket (1973),Harry in Your Pocket,1973,Comedy|Crime|Drama,Comedy Crime Drama,Comedy,3
124306,New World Disorder (1999),New World Disorder,1999,Action|Thriller,Action Thriller,Action,2
124308,The Honeymoon Machine (1961),The Honeymoon Machine,1961,Comedy,Comedy,Comedy,1
124310,Fair is Fair (2010),Fair is Fair,2010,Comedy,Comedy,Comedy,1
124312,World for Ransom (1954),World for Ransom,1954,Action|Drama|Thriller,Action Drama Thriller,Action,3
124314,The Angry Hills (1959),The Angry Hills,1959,Drama|Thriller|War,Drama Thriller War,Drama,3
124318,The Grissom Gang (1971),The Grissom Gang,1971,Action|Crime|Drama|Thriller,Action Crime Drama Thriller,Action,4
124320,Once a Thief (1965),Once a Thief,1965,Crime|Drama|Thriller,Crime Drama Thriller,Crime,3
124322,House Party 4: Down to the Last Minute (2001),House Party 4: Down to the Last Minute,2001,Comedy,Comedy,Comedy,1
124324,Race to Space (2002),Race to Space,2002,Children|Drama,Children Drama,Children,2
124326,White Line Fever (1975),White Line Fever,1975,Action,Action,Action,1
124328,The Night We Called It a Day (2003),The Night We Called It a Day,2003,Comedy|Drama,Comedy Drama,Comedy,2
124330,Local Boys (2002),Local Boys,2002,Drama,Drama,Drama,1
124332,Snow Queen (2012),Snow Queen,2012,Animation|Fantasy,Animation Fantasy,Animation,2
124334,Mimesis (2011),Mimesis,2011,Horror,Horror,Horror,1
124336,In the Shadows (2001),In the Shadows,2001,Drama|Thriller,Drama Thriller,Drama,2
124338,Sadie McKee (1934),Sadie McKee,1934,Drama|Romance,Drama Romance,Drama,2
124340,Shoot the Hero (2010),Shoot the Hero,2010,Action|Adventure|Comedy|Thriller,Action Adventure Comedy Thriller,Action,4
124342,Trapped in the Closet: Chapters 13-22 (2007),Trapped in the Closet: Chapters 13-22,2007,Comedy|Crime,Comedy Crime,Comedy,2
124344,Safari (2009),Safari,2009,Adventure|Comedy,Adventure Comedy,Adventure,2
124346,Stealth Fighter (1999),Stealth Fighter,1999,Action|Thriller,Action Thriller,Action,2
124348,The Land Before Time XIII: The Wisdom of Friends (2007),The Land Before Time XIII: The Wisdom of Friends,2007,Animation|Children,Animation Children,Animation,2
124350,Solar Attack (2006),Solar Attack,2006,Action|Thriller,Action Thriller,Action,2
124352,I Was Monty's Double (1958),I Was Monty's Double,1958,Drama|War,Drama War,Drama,2
124354,Hanzo the Razor: The Snare (1973),Hanzo the Razor: The Snare,1973,Action|Drama,Action Drama,Action,2
124356,The Missing Lynx (2008),The Missing Lynx,2008,Animation|Children,Animation Children,Animation,2
124358,The Lone Wolf Spy Hunt (1939),The Lone Wolf Spy Hunt,1939,Adventure|Comedy|Crime|Drama|Mystery,Adventure Comedy Crime Drama Mystery,Adventure,5
124360,Unexpected Uncle (1941),Unexpected Uncle,1941,Comedy|Drama,Comedy Drama,Comedy,2
124362,Make Your Own Bed (1944),Make Your Own Bed,1944,Comedy,Comedy,Comedy,1
124364,Hotel Berlin (1945),Hotel Berlin,1945,(no genres listed),,,0
124366,One More Tomorrow (1946),One More Tomorrow,1946,(no genres listed),,,0
124368,Escape Me Never (1947),Escape Me Never,1947,Drama,Drama,Drama,1
124372,Barricade (1950),Barricade,1950,Western,Western,Western,1
124374,The Great Jewel Robber (1950),The Great Jewel Robber,1950,Crime|Drama,Crime Drama,Crime,2
124376,He's a Cockeyed Wonder (1950),He's a Cockeyed Wonder,1950,Comedy|Romance,Comedy Romance,Comedy,2
124378,One Big Affair (1952),One Big Affair,1952,Comedy|Romance,Comedy Romance,Comedy,2
124380,Please Murder Me (1956),Please Murder Me,1956,Crime|Drama,Crime Drama,Crime,2
124382,Limelight (2011),Limelight,2011,Documentary,Documentary,Documentary,1
124384,The Glass Wall (1953),The Glass Wall,1953,Crime|Thriller,Crime Thriller,Crime,2
124386,Hard Contract (1969),Hard Contract,1969,(no genres listed),,,0
124388,Lady by Choice (1934),Lady by Choice,1934,(no genres listed),,,0
124390,The Pit and the Pendulum (2009),The Pit and the Pendulum,2009,Horror|Thriller,Horror Thriller,Horror,2
124392,She's Working Her Way Through College (1952),She's Working Her Way Through College,1952,(no genres listed),,,0
124394,If Winter Comes (1947),If Winter Comes,1947,Drama,Drama,Drama,1
124396,I Dood It (1943),I Dood It,1943,Comedy|Romance|Thriller,Comedy Romance Thriller,Comedy,3
124398,Men Are Such Fools (1938),Men Are Such Fools,1938,Drama|Romance,Drama Romance,Drama,2
124400,Skeleton Key 2: 667 Neighbor of the Beast (2008),Skeleton Key 2: 667 Neighbor of the Beast,2008,(no genres listed),,,0
124402,Hell Divers (1932),Hell Divers,1932,Adventure|Romance,Adventure Romance,Adventure,2
124404,"Snowflake, the White Gorilla (2011)","Snowflake, the White Gorilla",2011,Adventure|Animation|Children|Comedy,Adventure Animation Children Comedy,Adventure,4
124406,Man Wanted (1932),Man Wanted,1932,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
124408,Last of the Comanches (1953),Last of the Comanches,1953,(no genres listed),,,0
124410,The Scarlet Blade (1963),The Scarlet Blade,1963,Action|Adventure,Action Adventure,Action,2
124412,Ski Party (1965),Ski Party,1965,Comedy,Comedy,Comedy,1
124414,The Secret of Convict Lake (1951),The Secret of Convict Lake,1951,Western,Western,Western,1
124416,"I, a Man (1967)","I, a Man",1967,Drama,Drama,Drama,1
124418,Lonesome Cowboys (1968),Lonesome Cowboys,1968,Western,Western,Western,1
124420,Women in Revolt (1971),Women in Revolt,1971,Drama,Drama,Drama,1
124422,Forty Deuce (1982),Forty Deuce,1982,(no genres listed),,,0
124425,"Don't Raise the Bridge, Lower the River (1968)","Don't Raise the Bridge, Lower the River",1968,Comedy,Comedy,Comedy,1
124428,How Sweet It Is! (1968),How Sweet It Is!,1968,Comedy,Comedy,Comedy,1
124430,Viva Max! (1969),Viva Max!,1969,(no genres listed),,,0
124432,The Grasshopper (1970),The Grasshopper,1970,Drama|Romance,Drama Romance,Drama,2
124434,What's a Nice Girl Like You...? (1971),What's a Nice Girl Like You...?,1971,Comedy|Crime|Drama,Comedy Crime Drama,Comedy,3
124438,Only with Married Men (1974),Only with Married Men,1974,Comedy,Comedy,Comedy,1
124440,The Last Big Thing (1998),The Last Big Thing,1998,Comedy|Documentary|Drama,Comedy Documentary Drama,Comedy,3
124442,"No God, No Master (2014)","No God, No Master",2014,Crime|Drama|Thriller,Crime Drama Thriller,Crime,3
124444,Invitation (1952),Invitation,1952,Drama,Drama,Drama,1
124446,The Very Thought of You (1944),The Very Thought of You,1944,Drama|Romance,Drama Romance,Drama,2
124448,Rain (2008),Rain,2008,Drama,Drama,Drama,1
124450,Lady Killer (1937),Lady Killer,1937,Drama|Romance|War,Drama Romance War,Drama,3
124452,Tension at Table Rock (1956),Tension at Table Rock,1956,Western,Western,Western,1
124454,The Guardsman (1931),The Guardsman,1931,Comedy|Drama,Comedy Drama,Comedy,2
124456,Simple Things (2007),Simple Things,2007,Children|Drama,Children Drama,Children,2
124458,Hansel and Gretel (1982),Hansel and Gretel,1982,Children,Children,Children,1
124460,White Witch Doctor (1953),White Witch Doctor,1953,Adventure,Adventure,Adventure,1
124462,Sitting Bull (1954),Sitting Bull,1954,Western,Western,Western,1
124464,Iceberg Slim: Portrait of a Pimp (2013),Iceberg Slim: Portrait of a Pimp,2013,(no genres listed),,,0
124466,Lost Angel (1943),Lost Angel,1943,Drama,Drama,Drama,1
124468,Green Flash (2008),Green Flash,2008,Comedy|Drama,Comedy Drama,Comedy,2
124470,One Sunday Afternoon (1933),One Sunday Afternoon,1933,Comedy|Romance,Comedy Romance,Comedy,2
124472,Red Light (1949),Red Light,1949,Mystery|Thriller,Mystery Thriller,Mystery,2
124474,Rose of Washington Square (1939),Rose of Washington Square,1939,Drama,Drama,Drama,1
124476,The Mask (1961),The Mask,1961,Horror|Thriller,Horror Thriller,Horror,2
124480,Outward Bound (1930),Outward Bound,1930,(no genres listed),,,0
124482,The Heartbreak Kid (1993),The Heartbreak Kid,1993,Drama|Romance,Drama Romance,Drama,2
124484,Kenny & Company (1976),Kenny & Company,1976,Comedy|Drama,Comedy Drama,Comedy,2
124486,The Life of Jimmy Dolan (1933),The Life of Jimmy Dolan,1933,(no genres listed),,,0
124488,Santiago (2007),Santiago,2007,Documentary,Documentary,Documentary,1
124490,"Sea Hawk, The (1924)","Sea Hawk, The",1924,Adventure|Drama|Romance,Adventure Drama Romance,Adventure,3
124492,This is My Affair (1937),This is My Affair,1937,Crime|Drama,Crime Drama,Crime,2
124494,The Fabulous Dorseys (1947),The Fabulous Dorseys,1947,Drama,Drama,Drama,1
124496,Our Town (2007),Our Town,2007,(no genres listed),,,0
124498,They Call It Sin (1932),They Call It Sin,1932,Drama,Drama,Drama,1
124500,The Secret Heart (1946),The Secret Heart,1946,Drama,Drama,Drama,1
124502,Have I the Right To Kill (1964),Have I the Right To Kill,1964,Crime|Drama,Crime Drama,Crime,2
124504,Ring of Fire II: Blood and Steel (1993),Ring of Fire II: Blood and Steel,1993,Action|Drama|Thriller,Action Drama Thriller,Action,3
124507,Journey to the Center of the Earth (1989),Journey to the Center of the Earth,1989,Action|Children|Fantasy|Sci-Fi,Action Children Fantasy Sci-Fi,Action,4
124509,The Job (2009),The Job,2009,Comedy|Drama|Thriller,Comedy Drama Thriller,Comedy,3
124511,Rome Adventure (1962),Rome Adventure,1962,Drama|Romance,Drama Romance,Drama,2
124513,Talihina Sky: The Story of Kings of Leon (2011),Talihina Sky: The Story of Kings of Leon,2011,Documentary,Documentary,Documentary,1
124515,Lady L (1965),Lady L,1965,Comedy,Comedy,Comedy,1
124517,That's Dancing! (1985),That's Dancing!,1985,Documentary,Documentary,Documentary,1
124519,Snow White and the Three Stooges (1961),Snow White and the Three Stooges,1961,Adventure|Children|Comedy|Drama|Fantasy,Adventure Children Comedy Drama Fantasy,Adventure,5
124521,Squatters (2014),Squatters,2014,Drama,Drama,Drama,1
124523,Road to Hell (2012),Road to Hell,2012,Action|Drama|Thriller,Action Drama Thriller,Action,3
124525,The Hoodlum (1919),The Hoodlum,1919,(no genres listed),,,0
124527,Words and Music (1948),Words and Music,1948,Drama,Drama,Drama,1
124529,Hillside Cannibals (2006),Hillside Cannibals,2006,Comedy|Crime|Horror,Comedy Crime Horror,Comedy,3
124531,The Last of the Finest (1990),The Last of the Finest,1990,(no genres listed),,,0
124533,Tarzan's Greatest Adventure (1959),Tarzan's Greatest Adventure,1959,Adventure,Adventure,Adventure,1
124535,The Last Flight (2009),The Last Flight,2009,Adventure|Drama|Romance,Adventure Drama Romance,Adventure,3
124537,Lifeguard (1976),Lifeguard,1976,Comedy|Drama,Comedy Drama,Comedy,2
124539,Gunshy (1998),Gunshy,1998,Action|Crime|Thriller,Action Crime Thriller,Action,3
124544,Perfume (2001),Perfume,2001,Comedy|Drama,Comedy Drama,Comedy,2
124546,Cops and Robbers (1951),Cops and Robbers,1951,Comedy|Drama,Comedy Drama,Comedy,2
124548,Rock Around the Clock (1956),Rock Around the Clock,1956,(no genres listed),,,0
124550,Monday Night Mayhem (2002),Monday Night Mayhem,2002,Drama,Drama,Drama,1
124552,The New Protocol (2008),The New Protocol,2008,Drama|Mystery,Drama Mystery,Drama,2
124554,Holocaust 2000 (1977),Holocaust 2000,1977,Drama|Horror|Sci-Fi,Drama Horror Sci-Fi,Drama,3
124556,The Virgin of Nuremberg (1963),The Virgin of Nuremberg,1963,Horror|War,Horror War,Horror,2
124558,Lizzie (2013),Lizzie,2013,Thriller,Thriller,Thriller,1
124560,The Crying Dead (2013),The Crying Dead,2013,Adventure|Horror|Thriller,Adventure Horror Thriller,Adventure,3
124562,Illegal (2011),Illegal,2011,Drama,Drama,Drama,1
124564,Stranded (2010),Stranded,2010,Action|Horror|War,Action Horror War,Action,3
124566,My Reputation (1946),My Reputation,1946,Romance,Romance,Romance,1
124568,Silver River (1948),Silver River,1948,Drama|Romance|Western,Drama Romance Western,Drama,3
124571,Scarred City (1999),Scarred City,1999,Action|Thriller,Action Thriller,Action,2
124573,Sam Whiskey (1969),Sam Whiskey,1969,Action|Comedy|Western,Action Comedy Western,Action,3
124575,The Wind in the Willows (1983),The Wind in the Willows,1983,Adventure|Animation|Children|Fantasy,Adventure Animation Children Fantasy,Adventure,4
124577,A Boy and His Samurai (2010),A Boy and His Samurai,2010,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
124579,Three Daring Daughters (1948),Three Daring Daughters,1948,Romance,Romance,Romance,1
124581,Slow Burn (2000),Slow Burn,2000,Action|Drama|Mystery|Thriller,Action Drama Mystery Thriller,Action,4
124583,Riptide (1934),Riptide,1934,Drama|Romance,Drama Romance,Drama,2
124585,That Midnight Kiss (1949),That Midnight Kiss,1949,Romance,Romance,Romance,1
124587,Square Grouper (2011),Square Grouper,2011,Documentary,Documentary,Documentary,1
124589,The Half Naked Truth (1932),The Half Naked Truth,1932,Comedy|Romance,Comedy Romance,Comedy,2
124591,Untamed (1955),Untamed,1955,Action|Adventure|Drama,Action Adventure Drama,Action,3
124593,I lagens namn (1986),I lagens namn,1986,Crime|Thriller,Crime Thriller,Crime,2
124595,Their Own Desire (1929),Their Own Desire,1929,Drama|Romance,Drama Romance,Drama,2
124599,Home Sweet Home (2001),Home Sweet Home,2001,Drama,Drama,Drama,1
124601,I'm Losing You (1998),I'm Losing You,1998,Drama,Drama,Drama,1
124605,The Conspirators (1969),The Conspirators,1969,Comedy|Drama,Comedy Drama,Comedy,2
124607,One Night of Love (1934),One Night of Love,1934,Romance,Romance,Romance,1
124609,Our Betters (1933),Our Betters,1933,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
124611,Great Day in the Morning (1956),Great Day in the Morning,1956,Western,Western,Western,1
124613,Posse from Hell (1961),Posse from Hell,1961,Western,Western,Western,1
124615,On Approval (1944),On Approval,1944,Comedy|Romance,Comedy Romance,Comedy,2
124617,Guns of Diablo (1965),Guns of Diablo,1965,Western,Western,Western,1
124619,Night and Fog (2009),Night and Fog,2009,Drama,Drama,Drama,1
124621,Shaolin Mantis (1978),Shaolin Mantis,1978,Action,Action,Action,1
124623,Evel Knievel (2004),Evel Knievel,2004,Drama,Drama,Drama,1
124625,The Lion (1962),The Lion,1962,Drama,Drama,Drama,1
124627,The Smiling Ghost (1941),The Smiling Ghost,1941,Comedy|Mystery,Comedy Mystery,Comedy,2
124629,Sånt är livet (1996),Sånt är livet,1996,(no genres listed),,,0
124631,Le joli mai (1966),Le joli mai,1966,(no genres listed),,,0
124633,The Taming of the Shrew (1929),The Taming of the Shrew,1929,Comedy,Comedy,Comedy,1
124635,The Juggler (1953),The Juggler,1953,Drama|War,Drama War,Drama,2
124639,Onionhead (1958),Onionhead,1958,(no genres listed),,,0
124641,Mandalay (1934),Mandalay,1934,Drama,Drama,Drama,1
124643,The Hunters (1977),The Hunters,1977,Drama|Romance,Drama Romance,Drama,2
124645,The Midnight Game (2013),The Midnight Game,2013,(no genres listed),,,0
124647,Spark: A Burning Man Story (2013),Spark: A Burning Man Story,2013,Action|Documentary|Drama,Action Documentary Drama,Action,3
124649,Anything You Want (2010),Anything You Want,2010,Drama,Drama,Drama,1
124651,Stalker (2010),Stalker,2010,Horror,Horror,Horror,1
124653,She Couldn't Say No (1954),She Couldn't Say No,1954,Comedy|Drama,Comedy Drama,Comedy,2
124655,The Scarlet Coat (1955),The Scarlet Coat,1955,Adventure|Drama,Adventure Drama,Adventure,2
124657,There's Always A Woman (1938),There's Always A Woman,1938,Comedy|Mystery,Comedy Mystery,Comedy,2
124659,The Law (1990),The Law,1990,(no genres listed),,,0
124663,One Minute to Zero (1952),One Minute to Zero,1952,Drama|War,Drama War,Drama,2
124665,Tugboat Annie (1933),Tugboat Annie,1933,Comedy|Drama,Comedy Drama,Comedy,2
124667,Sally Hemings: An American Scandal (2000),Sally Hemings: An American Scandal,2000,(no genres listed),,,0
124669,Two Flags West (1950),Two Flags West,1950,War|Western,War Western,War,2
124671,The Avenging Angel (1995),The Avenging Angel,1995,Western,Western,Western,1
124673,Tenth Avenue Angel (1948),Tenth Avenue Angel,1948,Drama,Drama,Drama,1
124675,She Married Her Boss (1935),She Married Her Boss,1935,Comedy,Comedy,Comedy,1
124679,Haunted Gold (1932),Haunted Gold,1932,Mystery|Western,Mystery Western,Mystery,2
124681,Raffles (1939),Raffles,1939,Adventure|Comedy|Crime|Drama|Romance|Thriller,Adventure Comedy Crime Drama Romance Thriller,Adventure,6
124683,one eyed king (2001),one eyed king,2001,Action|Crime|Drama|Thriller,Action Crime Drama Thriller,Action,4
124685,Hidden in America (1996),Hidden in America,1996,Drama,Drama,Drama,1
124687,The Case of the Howling Dog (1934),The Case of the Howling Dog,1934,Crime|Drama|Mystery,Crime Drama Mystery,Crime,3
124689,The Delinquents (1957),The Delinquents,1957,Drama,Drama,Drama,1
124691,Hollidaysburg (2014),Hollidaysburg,2014,Comedy,Comedy,Comedy,1
124693,Hell's Highway (1932),Hell's Highway,1932,Crime|Drama,Crime Drama,Crime,2
124695,The Angel Wore Red (1960),The Angel Wore Red,1960,Action|Drama|Romance|War,Action Drama Romance War,Action,4
124697,Slightly Dangerous (1943),Slightly Dangerous,1943,Comedy|Romance,Comedy Romance,Comedy,2
124699,London Voodoo (2004),London Voodoo,2004,Horror|Thriller,Horror Thriller,Horror,2
124701,The Girl Who Had Everything (1953),The Girl Who Had Everything,1953,Drama|Romance,Drama Romance,Drama,2
124703,The Outriders (1950),The Outriders,1950,Western,Western,Western,1
124705,Marathon Boy (2010),Marathon Boy,2010,Documentary,Documentary,Documentary,1
124709,Heat Lightning (1934),Heat Lightning,1934,Action|Crime|Thriller,Action Crime Thriller,Action,3
124711,The Model and the Marriage Broker (1951),The Model and the Marriage Broker,1951,Comedy,Comedy,Comedy,1
124713,Sea Wife (1957),Sea Wife,1957,Drama|Romance,Drama Romance,Drama,2
124717,Path to Paradise: The Untold Story of the World Trade Center Bombing (1997),Path to Paradise: The Untold Story of the World Trade Center Bombing,1997,Drama,Drama,Drama,1
124721,The Front (2010),The Front,2010,Crime|Drama|Mystery,Crime Drama Mystery,Crime,3
124723,Tomahawk (1951),Tomahawk,1951,Western,Western,Western,1
124725,The Big Cube (1969),The Big Cube,1969,Mystery|Thriller,Mystery Thriller,Mystery,2
124727,Just for Kicks (2005),Just for Kicks,2005,Documentary,Documentary,Documentary,1
124729,Houdini (1998),Houdini,1998,Drama,Drama,Drama,1
124731,Just My Luck (1957),Just My Luck,1957,Comedy,Comedy,Comedy,1
124733,The Day Mars Invaded Earth (1963),The Day Mars Invaded Earth,1963,(no genres listed),,,0
124735,Love Bites (1993),Love Bites,1993,Comedy|Romance,Comedy Romance,Comedy,2
124737,The Irish in Us (1935),The Irish in Us,1935,(no genres listed),,,0
124739,When Michael Calls (1972),When Michael Calls,1972,Horror|Thriller,Horror Thriller,Horror,2
124743,I Take This Woman (1940),I Take This Woman,1940,Drama,Drama,Drama,1
124745,The Girl in Black Stockings (1957),The Girl in Black Stockings,1957,Crime|Drama,Crime Drama,Crime,2
124749,Rônin-gai (1990),Rônin-gai,1990,Action|Drama,Action Drama,Action,2
124751,The Mysterious Island (1973),The Mysterious Island,1973,Adventure|Sci-Fi,Adventure Sci-Fi,Adventure,2
124753,Salt and Pepper (1968),Salt and Pepper,1968,Action|Comedy|Thriller,Action Comedy Thriller,Action,3
124755,Limbo (2010),Limbo,2010,Drama,Drama,Drama,1
124757,Hostage (2005),Hostage,2005,Crime|Drama|Thriller,Crime Drama Thriller,Crime,3
124759,Laughing Sinners (1931),Laughing Sinners,1931,Drama|Romance,Drama Romance,Drama,2
124761,Operation Cobra (1997),Operation Cobra,1997,Action,Action,Action,1
124763,Hills of Home (1948),Hills of Home,1948,Action|Adventure|Children|Drama,Action Adventure Children Drama,Action,4
124765,"Mysterious Island, The (1929)","Mysterious Island, The",1929,(no genres listed),,,0
124767,The Threat (1949),The Threat,1949,Crime|Thriller,Crime Thriller,Crime,2
124769,Stolen Face (1952),Stolen Face,1952,Thriller,Thriller,Thriller,1
124771,I Will Follow (2011),I Will Follow,2011,Drama|Romance,Drama Romance,Drama,2
124773,Bienvenido a casa (2006),Bienvenido a casa,2006,Comedy|Romance,Comedy Romance,Comedy,2
124775,The Lost Squadron (1932),The Lost Squadron,1932,(no genres listed),,,0
124777,Love Laughs at Andy Hardy (1947),Love Laughs at Andy Hardy,1947,Comedy|Romance,Comedy Romance,Comedy,2
124779,Home of the Brave (1949),Home of the Brave,1949,Drama,Drama,Drama,1
124781,Marianne (2011),Marianne,2011,Drama|Fantasy|Horror|Mystery|Thriller,Drama Fantasy Horror Mystery Thriller,Drama,5
124783,Uncle Kent (2011),Uncle Kent,2011,Comedy|Drama|Romance,Comedy Drama Romance,Comedy,3
124785,South Sea Woman (1953),South Sea Woman,1953,Adventure|Comedy|Romance|War,Adventure Comedy Romance War,Adventure,4
124787,Hit the Deck (1955),Hit the Deck,1955,Comedy|Romance,Comedy Romance,Comedy,2
124789,Song Without End (1960),Song Without End,1960,Drama|Romance,Drama Romance,Drama,2
124791,Three Godfathers (1936),Three Godfathers,1936,Drama|Western,Drama Western,Drama,2
124793,The Crowded Sky (1960),The Crowded Sky,1960,Action|Adventure|Drama,Action Adventure Drama,Action,3
124795,The Divine Lady (1929),The Divine Lady,1929,(no genres listed),,,0
124797,Voodoo Possession (2014),Voodoo Possession,2014,Drama|Horror|Mystery,Drama Horror Mystery,Drama,3
124799,Ring of Fire (2013),Ring of Fire,2013,Drama,Drama,Drama,1
124801,Lydia (1941),Lydia,1941,Drama|Romance,Drama Romance,Drama,2
124803,Hard to Handle (1933),Hard to Handle,1933,Comedy|Romance,Comedy Romance,Comedy,2
124805,Venus & Vegas (2010),Venus & Vegas,2010,Action|Comedy,Action Comedy,Action,2
124807,Jay-Z: Made in America (2013),Jay-Z: Made in America,2013,Documentary,Documentary,Documentary,1
124809,The Man in the Net (1959),The Man in the Net,1959,Drama|Mystery|Thriller,Drama Mystery Thriller,Drama,3
124811,The Power and the Glory (1933),The Power and the Glory,1933,Drama,Drama,Drama,1
124813,House of Usher (2008),House of Usher,2008,Horror|Thriller,Horror Thriller,Horror,2
124817,It Started With A Kiss (1959),It Started With A Kiss,1959,Comedy|Romance,Comedy Romance,Comedy,2
124819,Midnight Crossing (1988),Midnight Crossing,1988,Mystery|Thriller,Mystery Thriller,Mystery,2
124823,Summer's End (2000),Summer's End,2000,Children|Drama,Children Drama,Children,2
124825,Snake and Mongoose (2013),Snake and Mongoose,2013,Drama,Drama,Drama,1
124827,Ruby (1977),Ruby,1977,Action|Drama|Horror,Action Drama Horror,Action,3
124829,The Hypnotic Eye (1960),The Hypnotic Eye,1960,Horror,Horror,Horror,1
